50000 1000
68 153 116
126 10 188
140 143 94
31 94 50
75 27 91
211 35 187
218 16 81
96 245 32
236 75 252
150 223 101
195 10 115
103 37 71
149 228 8
132 141 18
28 51 48
232 188 24
150 15 64
107 220 134
83 156 133
107 186 9
254 236 111
62 247 94
89 72 242
192 5 110
91 167 187
105 237 253
237 183 240
75 136 137
68 61 53
80 145 141
186 181 17
143 210 136
113 166 33
140 121 227
222 241 119
142 241 47
32 246 4
87 70 152
137 4 102
224 237 113
76 48 227
19 144 18
212 98 98
230 62 131
114 3 148
192 125 75
208 140 114
50 119 137
235 252 237
185 245 199
110 83 129
139 97 146
230 64 27
28 163 71
71 189 188
39 171 170
133 51 14
175 56 57
182 159 152
189 54 60
120 196 25
74 138 165
106 237 114
155 140 243
246 175 66
245 48 128
224 223 151
193 233 34
103 33 70
213 50 124
185 139 163
153 253 145
213 198 154
25 141 223
177 196 251
35 248 4
79 76 158
144 137 46
3 228 237
26 199 34
198 240 173
89 75 90
140 42 147
161 234 126
42 166 117
232 1 147
159 219 215
107 59 185
7 176 241
76 170 95
15 158 237
188 107 14
240 145 233
29 91 210
120 185 59
223 69 134
61 164 197
30 24 114
93 195 3
119 126 193
42 73 108
38 64 193
93 94 252
154 14 125
207 73 235
199 33 91
94 93 143
249 87 22
174 212 68
42 205 25
215 137 33
92 10 181
70 204 126
248 62 192
193 81 172
55 227 125
236 155 82
238 117 243
53 21 108
33 169 151
110 40 235
91 166 89
225 193 187
64 44 57
86 19 251
144 58 205
220 152 207
77 94 220
148 117 91
236 195 78
54 225 170
242 160 216
150 57 90
56 241 25
253 246 230
133 252 221
142 215 207
102 187 253
247 181 171
1 63 166
212 167 243
196 144 125
232 46 10
95 59 160
149 161 43
4 67 1
20 148 97
163 46 199
69 235 150
194 246 30
228 117 170
1 160 136
6 213 162
197 208 63
193 95 95
63 51 214
64 209 84
235 95 93
95 32 196
203 188 188
217 27 167
187 155 125
38 106 157
125 8 52
138 127 207
196 48 246
22 174 151
164 6 80
167 95 69
52 25 51
96 18 16
83 217 207
142 52 120
153 68 53
113 129 214
115 36 245
18 241 60
216 102 142
109 45 112
64 191 33
201 85 103
58 135 10
0 222 189
232 66 37
42 105 35
30 187 252
180 175 115
137 254 91
240 185 69
137 37 107
206 210 167
203 124 216
84 227 156
15 226 174
127 147 151
91 246 59
161 251 132
48 121 167
122 158 249
78 156 47
157 99 134
90 115 246
77 239 154
56 81 47
72 205 86
133 211 227
200 130 56
248 215 166
84 141 61
189 62 56
188 86 18
251 123 12
14 103 79
195 208 249
74 174 45
245 127 233
101 163 74
103 86 33
109 248 29
150 105 190
11 110 84
24 107 235
186 76 102
97 30 67
68 75 120
201 231 215
217 81 124
196 115 91
152 110 199
127 236 165
212 197 70
228 20 9
226 179 171
149 69 148
187 121 198
231 165 50
74 244 144
153 0 167
224 32 214
143 126 92
70 71 232
16 173 179
159 22 3
81 53 153
43 34 107
246 98 45
40 117 7
56 147 143
147 249 135
35 100 249
169 58 40
80 98 233
70 146 200
36 123 8
137 172 46
27 13 22
95 219 174
185 0 74
253 109 12
216 22 231
237 201 197
27 127 173
91 205 199
165 125 231
135 213 22
198 228 149
115 75 2
231 35 108
192 14 140
69 51 99
92 250 247
201 148 68
206 122 105
109 36 160
193 168 21
179 85 2
160 104 254
105 115 48
105 154 169
141 57 85
70 7 182
40 77 210
121 190 22
66 98 47
181 5 135
126 23 133
80 12 126
9 231 70
41 223 209
84 40 220
21 98 5
236 5 1
151 125 232
19 179 235
30 158 180
84 224 154
34 196 191
250 18 134
234 252 228
92 252 58
13 30 149
5 9 228
121 208 82
117 232 219
99 241 221
19 31 23
20 219 88
48 148 93
116 91 207
120 177 234
91 217 2
60 148 254
246 209 95
161 80 180
173 177 226
199 142 51
96 231 132
54 109 110
117 127 226
71 101 11
214 254 235
198 185 191
115 189 183
16 176 155
24 192 114
133 38 45
201 104 53
188 200 60
28 198 23
48 178 95
177 136 100
248 207 40
3 180 48
15 9 239
175 153 134
29 52 120
133 143 190
143 111 174
152 100 229
120 216 211
84 150 93
39 158 135
106 7 242
238 6 33
75 37 139
240 88 231
163 20 151
127 241 107
74 32 152
53 229 219
101 76 130
175 251 123
62 204 213
208 41 180
145 26 41
98 185 4
120 1 125
169 169 0
60 157 22
58 21 60
166 39 253
195 102 101
87 18 118
120 182 246
175 251 166
241 199 243
50 222 36
69 90 228
54 174 82
196 58 135
162 89 233
248 41 137
101 8 38
36 146 9
138 65 93
232 102 6
56 219 173
100 82 215
31 78 120
227 168 115
138 35 137
207 17 4
250 110 15
169 37 41
183 27 184
93 129 74
123 139 231
148 24 27
173 216 20
14 102 201
223 206 243
46 146 64
95 129 114
14 25 154
135 143 127
166 233 132
51 166 133
94 22 46
248 0 120
193 99 198
73 74 42
69 186 106
84 6 98
183 218 68
242 185 60
35 154 79
1 21 178
15 126 8
200 223 32
183 56 22
118 188 201
155 156 201
147 105 174
208 112 210
72 226 53
21 23 121
47 230 67
91 180 178
4 189 52
98 170 210
175 161 78
201 4 215
183 146 66
161 162 33
7 11 239
223 225 61
122 75 140
200 227 53
150 131 54
170 199 133
141 120 157
131 19 106
109 249 139
193 211 94
135 154 137
245 76 3
249 251 61
152 64 169
80 117 73
224 38 88
168 143 124
217 245 59
28 19 150
139 169 222
18 213 120
118 119 196
14 109 55
60 95 113
137 204 248
167 178 55
78 172 195
210 214 194
156 78 140
176 106 209
170 225 186
100 125 140
76 251 102
16 39 169
243 16 84
76 8 75
240 135 34
147 129 150
243 248 78
0 186 193
188 2 115
5 133 13
247 1 219
241 131 36
178 147 122
1 38 53
195 21 19
119 29 210
172 211 169
38 218 118
111 239 217
60 247 44
148 154 128
82 174 36
215 185 41
47 227 200
184 58 151
154 252 67
73 229 171
203 150 185
50 187 158
130 12 101
122 168 13
9 157 249
155 187 84
66 15 66
28 158 32
23 57 132
12 94 55
67 114 196
242 236 242
241 163 85
228 116 196
94 228 159
155 84 53
152 102 79
78 13 236
161 12 147
219 202 8
109 218 117
204 220 9
155 10 58
26 169 0
168 91 91
190 220 203
188 254 29
190 250 204
248 53 119
121 220 55
223 124 141
248 192 230
183 52 6
248 62 232
164 209 230
160 215 146
94 243 193
106 70 49
31 254 25
251 245 60
0 215 79
63 126 95
127 3 142
214 123 42
200 187 146
167 105 171
122 64 46
9 77 168
149 122 219
30 186 190
150 90 179
112 34 76
185 171 221
73 237 19
125 13 68
40 23 145
252 57 170
50 205 36
162 60 13
53 238 50
103 3 149
34 112 157
50 209 17
222 200 117
138 200 198
118 51 133
11 237 111
104 242 78
254 69 103
15 168 189
26 229 246
148 161 18
13 247 230
88 138 29
26 226 223
239 6 218
115 187 112
0 213 213
49 40 59
48 2 190
235 224 211
253 27 254
117 54 11
101 249 87
42 193 137
172 225 246
229 61 47
91 148 145
124 66 107
208 135 147
150 18 31
217 238 215
220 134 184
92 118 34
138 68 119
79 176 56
81 75 135
158 53 145
109 212 186
194 188 55
96 215 148
254 116 43
30 101 103
72 118 218
152 84 42
195 22 83
45 32 248
169 117 209
153 158 83
41 153 231
193 117 14
63 252 239
161 9 143
197 21 218
93 139 141
6 91 38
135 182 134
122 241 236
143 68 64
132 113 188
6 165 177
116 241 37
214 172 142
53 47 105
183 127 201
197 221 136
93 29 226
168 220 240
208 132 46
3 20 75
164 250 91
9 45 131
34 25 228
48 49 202
37 192 124
228 104 112
10 50 251
114 118 90
115 6 153
127 203 109
77 242 116
113 244 108
60 205 78
201 75 41
252 64 87
79 107 102
174 253 139
125 60 168
195 144 94
242 167 122
197 126 222
204 60 219
145 18 203
175 9 105
221 69 57
129 32 219
98 151 214
162 187 251
83 213 190
23 207 179
234 186 160
69 17 193
191 166 142
226 187 184
239 254 152
214 26 229
165 11 192
235 191 117
38 195 106
153 193 226
118 52 200
119 4 178
249 121 189
166 27 119
243 26 67
21 194 240
113 77 185
221 188 224
97 221 223
218 209 225
197 5 200
202 142 208
17 37 81
64 2 161
123 91 159
48 4 130
18 193 41
171 73 118
84 245 12
182 126 121
164 252 89
21 73 165
103 186 238
239 250 127
110 211 115
137 203 24
63 15 75
100 208 8
209 14 170
25 232 225
131 20 6
253 120 46
244 13 228
76 168 207
152 6 18
44 150 96
9 172 155
99 118 135
22 242 4
164 10 216
114 158 82
158 124 127
117 233 251
252 224 21
160 189 116
232 42 116
179 128 183
22 15 185
227 136 249
93 171 56
42 224 43
65 84 157
93 24 105
187 99 8
97 134 103
166 101 227
210 13 85
43 169 232
50 223 254
230 80 44
178 86 213
81 114 218
135 37 251
83 7 157
146 137 149
76 107 160
14 160 133
4 127 19
56 239 194
48 37 117
223 239 35
185 4 93
157 21 184
140 238 172
146 58 3
27 205 181
165 178 241
227 121 245
245 179 153
1 100 15
68 152 138
38 99 10
250 119 99
77 125 10
71 229 11
167 191 197
179 155 183
85 179 225
132 34 126
54 158 58
125 206 119
212 100 17
114 108 112
49 249 222
131 158 254
132 131 243
35 137 209
18 155 205
179 66 59
133 145 2
78 34 253
5 23 216
198 7 65
0 192 99
36 126 5
224 225 124
55 32 239
152 217 202
210 216 107
145 3 192
218 12 113
227 213 170
12 112 11
40 40 196
20 211 180
165 123 160
7 154 96
141 142 195
16 167 20
187 207 213
218 160 59
247 220 57
121 193 136
69 226 117
146 31 4
73 123 126
7 198 102
243 88 240
150 204 199
87 240 95
26 209 233
146 127 29
209 94 146
82 203 67
173 100 167
58 109 59
239 81 79
104 253 12
154 134 190
98 134 120
210 203 25
112 22 15
79 173 30
109 86 228
18 181 54
64 65 111
142 103 240
39 145 64
75 29 171
90 181 150
210 209 184
25 237 98
138 217 45
57 254 198
92 140 175
197 26 11
53 120 139
151 80 150
157 253 51
18 16 204
57 165 90
136 142 211
248 133 14
174 127 211
116 152 18
76 57 142
15 209 147
158 209 152
60 62 110
180 159 205
175 141 201
15 152 8
121 165 250
16 143 97
80 25 236
107 7 180
56 182 93
196 27 228
129 82 213
172 53 231
231 26 145
87 120 114
63 125 228
178 103 34
157 139 123
25 67 139
41 86 205
189 146 166
115 31 225
48 7 127
71 16 176
105 157 116
47 38 79
164 106 95
6 252 67
59 36 119
224 207 36
198 53 38
83 162 53
157 161 182
158 65 49
180 148 228
44 35 234
142 161 164
81 107 162
81 23 179
132 25 15
127 252 224
44 230 133
17 115 25
14 89 14
212 192 135
203 12 40
124 145 139
228 251 228
150 138 57
12 161 65
158 85 48
237 94 222
41 209 143
45 244 149
223 160 177
102 90 140
27 7 198
243 78 203
5 237 124
157 16 15
5 133 152
142 92 114
57 41 88
52 198 243
226 115 112
4 251 19
2 69 41
95 128 202
196 244 0
48 140 101
45 218 124
153 242 65
88 65 72
162 136 67
55 97 229
146 166 234
53 147 251
140 236 125
184 37 208
224 4 204
165 190 178
127 100 171
129 211 49
185 146 167
1 24 175
247 130 120
193 0 143
213 71 238
211 254 75
244 42 7
100 173 25
35 59 36
194 247 9
197 232 24
19 178 244
40 250 92
204 228 117
20 135 27
253 250 136
94 113 85
43 206 69
91 200 239
224 190 207
246 8 191
86 245 74
112 241 147
106 252 113
31 183 63
79 219 7
118 170 135
120 67 159
220 55 216
3 208 242
197 223 221
149 239 235
138 166 180
82 252 21
22 35 148
191 57 64
62 213 130
110 161 239
173 69 87
189 23 32
236 153 162
247 105 184
23 197 169
203 61 203
138 253 58
28 210 234
217 243 18
27 113 118
169 163 209
128 0 199
76 147 74
134 194 21
221 140 59
146 150 5
76 44 99
139 5 65
125 178 40
189 77 132
58 242 184
187 209 158
126 15 12
176 21 25
236 89 243
11 71 5
121 165 210
38 78 94
158 108 187
243 232 28
63 221 223
45 221 97
170 140 168
19 34 117
88 211 219
199 72 115
103 30 111
199 236 46
151 220 242
146 11 160
217 202 64
196 103 110
87 130 245
62 2 58
113 206 57
18 14 122
68 41 66
213 223 53
128 13 238
103 49 111
176 46 60
237 205 130
76 5 224
154 229 182
119 63 94
163 160 241
76 146 113
219 253 202
249 245 195
113 60 118
172 96 233
153 182 16
145 148 94
127 41 219
87 244 154
207 199 23
76 102 117
235 134 204
150 82 179
99 153 132
198 39 13
250 152 170
190 87 171
77 50 84
35 213 8
38 150 1
119 191 198
154 128 47
95 32 193
38 221 96
47 166 204
22 11 53
102 48 211
62 145 226
55 98 45
114 215 20
178 106 17
243 176 207
246 198 229
201 40 227
100 102 166
16 41 10
234 73 132
133 141 169
102 7 152
17 158 133
209 43 4
251 170 203
110 207 90
67 113 152
67 23 244
61 242 252
58 59 157
222 213 26
227 51 183
47 18 137
106 214 184
13 209 96
190 6 77
0 48 126
250 23 109
15 92 50
49 3 36
1 223 53
109 166 15
113 248 142
172 36 176
76 217 15
50 129 77
26 96 36
23 225 55
61 159 83
57 121 180
42 79 170
47 104 87
1 58 63
203 5 72
212 105 34
54 250 27
1 140 30
191 189 53
230 78 90
238 44 72
213 101 221
147 108 2
22 40 124
199 235 72
14 118 34
68 72 86
137 7 190
21 206 17
171 118 91
174 245 223
167 161 195
231 109 145
27 197 70
210 165 48
19 194 147
228 163 194
146 99 138
253 35 178
160 17 55
24 19 89
22 62 247
164 30 117
229 242 84
33 69 153
138 65 32
2 165 156
59 48 165
216 109 79
125 52 186
157 13 79
53 192 226
1 200 216
168 112 86
142 217 60
110 213 161
187 85 228
165 19 211
32 152 94
186 140 151
133 241 185
140 55 227
254 74 237
123 111 207
138 161 0
38 142 172
128 215 2
99 206 201
159 77 253
101 241 38
97 45 56
242 65 21
111 21 149
173 218 230
234 212 28
111 29 197
119 217 132
125 54 177
43 198 77
233 199 216
125 55 250
92 114 141
75 135 91
109 228 26
254 82 61
42 241 227
3 7 205
229 151 134
197 240 95
16 191 46
119 106 29
4 2 22
230 21 226
124 95 130
53 254 14
30 146 130
217 49 176
69 68 139
16 254 206
176 18 241
46 146 165
119 117 114
112 79 33
140 84 29
227 70 0
77 76 11
147 250 212
37 94 176
248 210 152
168 49 43
11 81 235
140 103 165
75 139 74
123 128 242
31 67 17
199 86 10
145 201 63
191 33 121
58 73 12
22 44 23
162 191 239
248 111 134
235 57 179
239 169 89
200 237 156
186 163 156
200 37 214
43 204 33
181 46 17
12 217 110
245 38 87
84 220 118
114 238 120
247 37 249
176 12 38
180 162 127
74 106 8
83 246 95
24 10 150
130 213 74
51 201 171
17 184 87
41 88 202
81 108 127
143 235 252
19 110 84
121 128 94
212 23 199
84 86 38
133 184 12
165 129 183
44 165 31
43 192 171
176 153 61
156 250 203
0 212 237
214 2 70
253 160 126
206 132 59
76 64 164
48 120 178
241 205 105
196 93 135
130 168 4
13 73 90
96 146 251
88 29 39
12 22 15
173 59 38
237 175 94
90 27 15
23 105 112
161 124 64
211 144 198
243 15 92
143 35 37
214 171 17
223 150 211
211 239 146
137 50 39
104 59 83
228 27 116
240 69 131
241 199 19
54 190 199
244 220 156
151 141 31
245 96 2
29 141 13
239 106 225
77 93 118
254 221 176
130 22 221
182 185 109
158 227 25
197 237 254
176 41 11
64 114 13
66 66 208
148 158 142
128 236 66
27 123 114
187 187 41
53 4 3
174 25 84
181 78 213
43 249 248
89 69 244
18 163 143
89 55 103
99 53 143
248 42 91
156 209 38
37 195 94
203 234 51
133 154 134
13 48 242
149 253 8
232 61 56
60 171 127
81 32 178
234 209 90
238 161 18
13 246 117
41 109 199
65 27 31
104 18 200
32 210 95
50 224 225
231 8 55
123 149 145
239 159 76
87 249 72
142 235 61
123 121 230
152 67 250
109 3 115
175 134 169
254 101 78
92 89 34
0 252 192
163 104 199
224 30 245
17 52 234
239 210 23
15 6 13
8 55 180
193 138 149
173 116 50
127 161 21
43 110 212
127 5 244
70 35 229
87 87 219
100 171 238
10 38 29
118 151 59
241 65 160
83 171 95
196 140 227
227 193 23
22 70 51
54 50 30
145 143 250
122 54 48
22 89 112
214 251 26
76 16 80
192 196 94
218 93 145
177 229 253
14 110 220
37 245 240
149 12 17
108 186 253
23 199 34
27 31 124
115 202 40
65 125 72
183 229 114
70 178 222
108 144 225
90 34 111
211 196 174
176 150 127
248 79 74
167 63 243
1 32 69
12 173 200
249 42 58
219 95 28
62 222 94
15 184 133
129 42 129
19 48 221
112 43 27
81 124 235
209 1 66
106 169 219
253 123 139
23 116 242
116 62 41
237 243 140
229 104 70
220 53 231
57 16 82
172 253 145
169 81 190
197 98 240
100 86 172
63 46 61
182 214 6
187 223 85
167 3 7
87 121 171
141 144 63
165 73 100
128 143 30
68 3 86
191 82 72
128 140 202
180 28 67
127 225 236
249 245 18
74 131 198
21 34 237
180 41 213
41 154 38
52 102 155
199 135 59
253 109 56
39 248 169
181 102 165
152 22 32
45 80 191
222 192 150
83 232 40
161 45 218
42 91 148
190 129 164
187 105 201
20 186 76
146 110 66
118 100 47
150 170 160
146 124 31
14 122 65
227 97 156
135 117 157
154 227 51
3 192 193
187 97 213
190 3 94
25 103 220
129 103 105
126 24 148
197 180 151
3 247 114
5 188 250
236 9 83
19 123 119
220 199 137
1 46 62
24 202 234
227 75 166
111 250 189
147 197 107
106 100 98
187 143 84
208 51 80
179 194 105
215 191 161
216 97 67
66 31 155
75 238 140
111 122 180
172 5 222
78 197 139
176 217 223
148 204 102
132 51 89
253 18 31
139 72 227
120 7 210
80 32 10
42 218 197
188 156 133
186 205 153
213 63 41
214 223 233
226 17 188
82 21 101
71 22 4
44 142 20
154 100 191
138 220 63
226 188 138
23 98 27
71 208 100
170 142 44
30 109 100
113 237 113
163 167 235
20 58 197
153 43 154
253 215 98
24 245 175
36 152 210
73 8 107
48 81 133
57 112 213
87 222 158
215 84 159
100 80 79
122 183 86
207 241 225
90 57 66
173 15 239
225 109 115
26 25 102
72 143 209
118 10 189
18 77 72
185 123 215
127 134 98
115 159 64
231 217 43
141 201 172
148 186 116
136 251 204
84 101 118
174 180 83
239 197 177
94 129 55
169 52 115
215 210 13
3 85 138
155 158 65
53 254 15
113 149 166
199 49 28
189 155 12
177 220 65
229 44 117
198 23 98
34 113 33
105 193 223
3 70 80
219 136 114
87 210 25
128 241 66
231 47 76
176 7 21
230 59 104
85 75 161
248 193 161
67 21 131
135 66 131
91 93 87
175 133 127
173 60 174
115 230 119
45 150 50
18 208 78
54 80 13
96 181 204
197 35 93
94 99 11
10 163 168
249 185 27
235 71 194
89 197 48
54 139 118
119 162 185
22 223 147
174 51 242
2 152 244
36 80 206
143 40 81
70 216 169
171 150 85
96 118 166
69 73 13
113 107 147
53 38 126
199 175 166
132 14 154
236 22 100
133 248 7
47 28 97
85 123 185
21 187 215
112 173 249
219 182 217
47 6 63
60 47 85
210 147 36
189 75 233
66 246 42
231 213 178
154 35 204
247 141 39
135 72 248
222 64 214
150 37 43
91 137 112
229 160 31
247 178 149
37 228 115
19 51 73
216 49 96
62 0 237
158 160 35
29 39 114
145 126 112
152 216 184
146 82 117
91 139 31
85 242 139
45 187 253
136 204 60
82 63 142
118 94 100
121 21 107
180 171 172
16 121 178
179 163 187
70 75 78
188 149 243
127 74 233
225 125 113
18 108 253
142 93 242
146 80 185
117 243 24
176 58 19
171 200 149
159 77 13
122 209 1
81 85 112
134 92 121
67 220 122
202 73 20
233 2 143
141 29 124
168 32 110
111 183 0
7 14 28
29 214 45
148 42 130
251 186 108
231 218 214
239 30 237
8 153 107
35 215 1
75 229 111
96 179 176
86 20 202
102 66 23
51 151 142
13 181 53
111 26 124
42 97 202
243 156 102
193 41 207
246 213 249
234 52 84
40 43 58
7 20 160
207 159 201
164 157 229
23 121 36
214 60 26
210 122 80
253 86 18
126 168 243
28 118 252
11 186 33
83 22 25
99 155 137
165 148 133
45 202 223
166 159 123
59 40 34
136 6 50
94 89 127
89 174 12
230 142 239
235 62 27
26 44 19
104 97 150
180 109 55
42 133 18
144 68 232
252 149 39
87 186 12
176 86 138
95 176 140
179 137 236
28 56 120
155 94 147
205 164 40
250 175 27
186 48 3
72 213 167
104 68 192
27 203 153
128 120 12
253 19 124
44 205 171
194 105 166
247 113 222
79 223 157
14 228 98
117 163 140
127 2 231
47 10 207
161 78 126
52 159 59
32 145 228
82 79 195
102 66 81
200 183 87
132 38 68
203 148 207
93 243 94
7 131 56
8 16 103
204 32 102
24 51 76
163 224 248
7 139 161
165 199 64
210 24 228
197 119 66
14 66 30
232 187 73
12 254 128
29 83 14
47 92 222
169 25 63
67 158 157
150 247 83
72 70 189
77 7 157
201 226 13
149 254 142
222 97 99
250 239 21
241 13 219
89 248 67
50 199 72
207 37 30
66 207 77
95 198 3
76 115 90
47 128 179
34 10 232
59 168 42
76 30 225
40 214 192
171 222 160
0 91 205
201 195 179
18 221 224
237 117 81
69 114 163
140 50 166
138 174 143
5 96 39
228 4 250
204 20 35
87 7 79
197 0 239
130 240 51
101 6 198
108 216 15
214 148 232
45 119 101
143 154 239
160 126 186
137 198 175
150 107 41
171 33 204
247 230 45
165 207 186
79 11 118
16 118 143
119 100 156
237 4 79
130 151 91
13 238 143
139 39 213
189 125 199
33 213 156
254 231 95
199 85 173
109 166 117
181 175 198
221 135 225
28 157 19
160 238 249
195 39 127
249 123 242
151 209 4
97 192 238
117 118 121
1 179 195
124 175 19
113 212 171
237 67 102
193 66 229
249 158 71
134 178 234
239 39 56
173 18 7
136 29 90
222 141 63
88 108 47
179 18 127
39 75 120
110 23 219
73 119 6
90 152 30
223 21 19
86 69 69
88 193 69
95 77 83
79 92 78
204 144 104
138 221 108
101 39 186
198 51 110
70 11 143
60 146 79
113 245 17
167 197 171
159 253 111
251 119 37
243 214 116
187 49 188
65 172 96
232 56 182
209 240 41
6 231 134
212 241 89
101 115 126
82 111 102
119 200 218
21 143 168
119 155 127
138 136 1
118 134 251
6 99 51
65 140 20
70 155 105
222 5 145
154 246 27
248 76 32
177 45 189
113 42 175
222 154 42
74 184 91
15 27 140
136 84 36
90 55 248
128 180 21
100 183 149
163 5 44
170 242 14
133 224 97
72 191 226
127 217 83
79 52 34
196 204 24
9 207 240
35 120 187
221 114 84
57 50 230
79 160 219
32 225 145
250 101 149
5 196 156
51 42 151
125 232 154
99 153 61
247 197 220
13 204 230
47 37 242
146 28 117
251 70 159
135 250 164
11 200 74
226 201 212
186 19 51
247 80 235
16 202 1
10 125 203
144 222 69
155 176 92
112 250 45
111 97 245
210 101 100
204 94 171
13 202 150
204 251 12
91 147 226
72 220 36
64 54 138
101 20 103
97 252 119
15 72 92
51 17 105
82 140 245
158 113 71
30 63 137
188 238 244
45 72 124
191 237 248
123 16 202
214 241 80
133 126 80
11 115 196
59 42 39
213 125 92
136 18 246
83 141 3
42 50 245
106 118 102
69 215 247
228 151 8
39 133 66
108 233 17
243 132 86
193 53 183
94 188 16
95 141 183
245 133 229
25 142 163
143 212 141
147 169 242
33 72 63
159 164 197
115 236 42
160 142 51
150 78 148
12 203 198
41 207 144
151 194 74
13 126 100
246 237 188
164 159 31
84 100 98
64 236 196
236 140 177
158 137 38
193 80 243
165 179 108
219 12 118
198 132 123
55 16 106
199 85 112
200 253 149
137 87 4
222 235 88
60 71 36
48 71 135
63 14 130
182 153 149
91 122 218
158 7 15
26 124 192
0 51 69
170 80 77
163 66 227
91 67 196
209 72 199
92 4 84
190 41 225
161 114 147
8 76 193
237 196 87
241 193 253
221 106 1
197 247 200
237 114 214
41 82 244
106 203 22
175 62 104
121 232 87
173 63 168
241 107 25
196 69 17
128 183 2
146 53 46
187 237 226
186 93 34
4 131 57
18 217 16
195 46 0
188 198 185
161 9 48
51 131 151
24 57 49
244 164 164
63 6 2
125 126 55
83 54 9
67 225 173
6 193 213
147 243 3
69 41 177
35 39 49
187 146 85
223 0 6
211 175 233
147 197 106
16 120 249
25 95 209
254 6 77
146 142 107
74 110 45
188 59 108
2 64 164
199 147 81
173 109 91
28 94 44
198 245 119
57 13 254
183 25 152
7 62 51
246 166 138
98 109 178
100 6 113
3 143 216
37 111 103
123 18 94
38 164 164
4 196 67
109 82 181
2 32 195
69 37 216
77 231 57
244 132 165
156 80 108
51 233 214
58 47 74
14 163 138
136 73 8
89 158 240
4 165 67
149 43 175
88 168 86
6 41 77
227 150 20
227 188 236
204 156 35
142 171 150
22 71 106
84 44 239
220 114 175
98 247 63
72 101 219
147 105 42
91 97 131
229 115 254
230 196 249
150 165 1
101 74 104
43 54 57
158 204 66
58 77 191
250 225 206
69 209 41
111 22 70
114 100 27
85 223 201
156 78 80
126 26 151
249 195 45
128 205 101
46 29 88
177 196 106
47 88 118
128 73 179
210 216 178
212 121 251
109 105 116
45 145 124
71 36 221
163 207 175
196 140 149
23 89 161
146 18 247
81 176 173
228 114 247
61 195 92
186 158 162
49 187 78
46 21 113
91 211 58
160 130 34
4 211 198
94 56 153
61 36 206
121 164 137
175 164 199
60 161 0
109 183 149
179 99 184
110 137 78
190 217 142
116 12 182
170 22 72
174 204 214
70 232 149
88 164 190
128 138 244
164 207 58
156 206 234
202 10 247
7 150 211
98 89 97
195 146 148
240 6 16
85 145 139
246 180 73
92 101 136
164 22 14
48 155 111
121 23 8
87 190 124
237 59 242
213 191 225
93 28 192
92 75 84
142 207 114
159 189 125
66 172 80
145 211 83
8 237 175
168 225 128
135 240 30
43 219 49
218 16 57
39 22 89
15 235 67
249 222 88
39 237 25
87 3 212
147 108 96
69 188 203
132 25 170
104 101 136
97 65 202
34 156 75
48 184 222
98 111 212
81 133 122
81 237 132
198 63 250
149 104 219
73 109 229
233 230 82
108 193 12
184 91 234
92 59 71
101 197 0
138 46 140
105 71 164
232 62 208
31 8 126
232 134 209
174 118 149
27 7 226
121 79 119
20 128 61
48 59 226
118 71 213
13 79 89
89 237 137
138 102 219
19 124 106
29 37 214
208 232 4
30 218 99
16 107 89
16 41 197
72 4 219
130 159 243
129 219 201
99 73 180
227 244 62
195 46 186
228 112 238
167 134 146
221 104 164
89 168 79
205 13 122
128 108 205
19 245 220
143 133 111
31 43 83
135 240 133
59 170 30
146 38 133
173 193 76
232 241 164
247 119 228
192 170 194
151 236 125
184 160 84
192 160 218
219 27 84
96 11 223
136 160 91
114 138 87
82 253 5
86 74 75
65 247 44
176 203 25
234 247 115
73 61 162
167 111 136
78 50 210
121 112 162
18 37 58
213 240 13
81 31 147
82 209 115
127 212 144
183 155 142
115 144 110
77 3 178
9 72 36
67 1 68
233 151 78
8 247 251
180 196 5
98 248 227
195 5 33
153 233 59
115 188 150
57 177 154
181 82 173
137 165 3
179 151 46
147 184 7
140 179 224
226 135 215
202 55 28
36 2 245
215 160 123
112 102 210
62 173 50
196 15 209
19 157 55
149 92 111
187 85 151
197 171 237
176 104 14
193 108 18
192 197 218
194 36 43
218 62 122
177 116 225
13 165 168
172 66 67
226 219 161
167 140 71
192 26 197
91 38 24
173 188 0
243 158 108
128 158 224
67 64 131
115 133 39
35 210 120
29 127 48
46 78 85
253 89 175
173 140 118
209 92 6
138 55 137
133 120 75
120 192 0
187 140 8
123 235 139
210 91 98
46 137 141
99 16 168
8 130 254
53 201 115
120 111 100
39 253 134
66 195 233
177 42 228
193 92 25
132 231 195
156 239 108
3 90 12
148 142 99
99 225 115
156 201 225
73 81 8
223 245 36
126 5 34
66 160 60
16 122 104
49 121 55
141 218 216
178 195 52
140 240 48
187 234 114
140 212 190
234 170 231
205 162 57
229 130 44
16 100 71
68 198 68
91 83 79
172 37 160
92 155 139
185 92 9
228 181 49
127 48 172
119 253 201
40 173 63
207 143 221
27 187 84
111 46 170
41 126 3
137 115 214
192 159 186
75 45 22
108 89 190
187 207 23
81 3 32
247 247 224
219 188 204
91 15 9
87 218 155
111 123 250
19 148 48
79 238 247
86 29 76
10 47 156
247 32 101
4 142 77
14 100 10
32 218 220
231 81 203
228 41 123
228 65 115
78 75 45
129 149 4
197 233 90
206 113 64
73 174 144
73 84 166
205 121 3
120 13 59
101 55 112
210 34 63
154 132 116
16 98 101
27 77 191
146 137 18
97 125 175
75 5 212
113 210 75
15 69 183
154 246 248
62 131 157
178 223 128
35 250 150
43 235 142
109 14 0
131 166 188
