4000 300
17 15 48
20 9 4
20 19 24
24 43 47
35 25 26
49 4 29
7 23 15
28 38 0
14 24 13
9 14 30
3 12 13
3 22 14
18 1 35
27 41 11
6 15 4
22 12 40
37 49 30
35 49 32
28 34 47
10 43 22
20 12 11
22 38 27
32 43 7
18 20 30
40 16 13
28 3 2
14 49 12
32 41 45
45 26 47
23 28 43
35 37 3
8 22 19
40 23 28
4 16 46
29 18 24
49 46 25
12 42 30
3 15 7
13 9 31
25 26 1
38 14 7
9 12 4
45 43 25
45 10 26
19 5 12
40 31 1
43 48 26
11 18 47
24 24 21
32 25 43
38 45 3
7 7 29
24 14 46
3 13 23
28 41 13
12 3 48
26 37 40
15 5 28
27 24 5
8 30 2
47 22 47
42 45 45
37 16 33
17 26 35
1 29 41
43 45 9
17 20 3
10 2 38
41 40 0
30 33 26
25 37 20
34 45 5
31 17 1
47 2 20
9 42 40
33 48 20
6 46 10
8 26 9
28 6 6
16 13 10
32 5 16
25 10 41
45 10 48
7 39 36
18 49 36
5 38 31
16 29 47
21 24 18
43 30 13
39 34 29
38 3 44
14 45 31
3 23 16
2 28 40
36 28 49
28 16 26
41 5 6
6 37 6
24 47 39
49 31 17
0 43 26
28 10 27
17 10 11
6 26 29
2 18 19
40 46 47
1 31 42
14 16 16
30 11 18
14 36 17
41 48 10
25 19 27
47 16 4
6 33 21
33 2 38
35 47 44
44 33 18
16 6 20
8 17 29
42 28 28
8 42 40
21 48 8
29 1 26
1 4 10
21 14 15
0 13 46
44 41 25
32 11 43
19 4 43
11 43 7
26 41 40
14 0 30
43 13 31
32 37 35
48 11 22
38 18 30
18 45 9
47 23 36
24 45 15
39 1 16
46 37 24
33 21 25
37 49 13
18 39 6
29 3 37
1 12 2
46 3 15
1 4 33
10 29 14
8 6 6
12 28 32
16 28 7
34 48 30
29 35 45
42 21 23
9 42 26
34 26 24
29 3 18
39 3 18
33 15 42
17 34 34
40 0 44
0 3 42
28 36 40
28 14 25
2 27 33
1 8 32
20 25 40
33 23 5
33 21 27
23 22 22
49 33 45
12 26 4
42 18 35
10 11 26
49 25 40
42 45 11
14 49 37
26 14 15
34 7 18
12 47 23
44 9 3
29 37 47
16 5 1
10 26 9
15 42 27
42 22 43
17 47 35
32 45 6
49 26 14
4 9 5
15 37 28
16 38 32
24 15 7
40 19 31
48 41 32
41 33 5
16 38 47
29 1 0
15 3 11
3 31 29
28 43 36
16 0 48
8 24 1
40 49 26
30 37 38
45 16 36
16 27 47
39 11 29
45 8 43
38 31 10
44 8 19
9 49 13
1 43 40
33 33 15
11 18 0
7 44 49
27 28 23
14 6 38
0 27 12
24 6 19
4 7 37
33 23 16
44 33 12
10 49 29
3 39 16
39 10 36
49 13 24
33 37 28
47 40 44
6 36 41
49 39 6
5 0 28
19 45 34
49 41 45
12 4 8
9 46 42
23 35 11
15 29 7
28 5 49
6 8 5
7 21 22
39 43 0
14 21 44
8 34 45
38 14 11
33 44 31
23 35 7
25 4 25
45 43 35
32 46 45
39 10 39
23 18 6
1 43 44
15 46 13
14 13 22
37 16 44
17 11 37
44 26 27
25 17 8
26 11 26
22 48 36
35 12 42
13 45 5
15 0 7
22 4 23
2 31 28
8 34 42
40 40 12
26 14 47
48 9 46
17 4 43
23 39 2
0 5 34
21 43 31
19 8 49
15 37 23
38 35 21
33 23 16
9 10 19
2 48 20
13 2 2
26 10 9
0 29 47
21 32 26
38 1 41
20 11 12
13 24 35
0 46 40
46 22 4
43 32 32
3 1 38
5 22 31
14 35 45
27 41 34
22 25 13
30 40 32
11 22 3
17 28 49
28 1 15
33 1 21
24 12 14
41 37 9
26 38 11
16 4 21
31 38 18
42 35 21
34 29 8
40 17 0
25 21 1
38 36 43
49 19 7
22 34 13
4 40 40
1 29 39
28 47 0
35 45 12
35 4 25
40 13 37
44 36 47
17 41 33
16 48 25
21 42 31
28 43 36
13 27 17
48 27 10
30 35 21
0 11 45
49 26 3
10 0 33
46 39 40
40 26 27
39 1 33
47 5 31
46 39 27
12 34 40
7 44 43
23 3 5
31 10 40
29 14 20
42 46 49
47 16 5
17 15 22
3 44 6
33 44 30
43 14 1
40 32 7
32 14 39
8 16 19
3 35 25
41 34 36
44 5 27
37 7 19
41 16 16
42 4 48
29 39 37
39 29 49
8 3 7
18 27 31
31 2 12
23 14 30
2 34 30
42 28 4
34 9 33
17 2 5
18 48 22
46 35 8
3 34 28
46 26 29
8 31 42
8 17 29
12 12 1
20 19 4
6 15 2
26 13 47
20 26 46
1 46 27
49 8 37
37 43 17
45 49 17
34 12 1
11 9 8
32 24 43
45 11 8
43 13 49
48 35 10
8 28 6
40 23 26
6 11 33
19 48 7
36 26 18
2 5 6
3 44 27
12 13 7
3 11 21
43 45 12
27 46 17
45 5 21
28 35 38
19 42 7
43 9 37
7 10 6
13 47 7
11 33 46
8 15 25
23 32 29
36 35 10
25 18 6
18 6 34
2 8 21
39 4 20
4 34 2
43 40 24
27 10 12
34 47 32
9 14 30
44 26 28
2 17 41
46 46 39
24 39 4
21 32 30
31 49 9
15 12 7
29 31 22
11 2 39
9 33 20
38 12 27
42 18 28
19 17 8
32 9 37
26 21 45
27 47 46
8 6 42
6 9 40
18 9 33
34 2 6
12 39 35
16 49 0
1 32 2
13 13 21
30 40 14
36 3 16
42 19 12
0 9 30
8 14 39
22 39 37
46 29 1
12 39 39
7 6 10
29 32 6
8 20 2
42 15 12
19 47 26
13 12 37
9 2 9
4 48 7
36 35 27
45 45 34
44 7 27
29 43 37
2 17 25
41 41 38
15 19 41
49 46 36
21 44 32
21 48 11
18 26 43
1 32 10
7 21 45
31 19 10
2 7 14
28 18 18
46 31 14
31 4 21
0 49 33
42 29 11
22 7 32
33 4 8
8 23 3
19 44 6
28 1 15
18 35 29
27 37 33
17 37 21
44 25 34
48 25 4
21 18 23
26 22 17
12 18 34
32 7 41
46 28 21
41 37 43
46 11 19
49 20 48
39 4 1
1 23 28
16 26 15
8 38 1
15 43 44
35 21 24
23 37 2
33 19 40
7 25 29
32 10 23
20 37 45
0 21 8
47 46 42
6 26 29
30 8 37
44 43 12
26 45 15
3 38 47
49 1 1
43 5 29
23 4 48
8 12 27
38 48 47
39 9 0
26 15 18
42 47 0
14 18 21
8 34 46
1 0 11
39 18 31
26 47 47
36 21 17
43 40 46
8 31 5
11 21 20
16 4 41
44 31 6
47 18 31
35 8 13
46 14 29
30 49 42
30 15 9
20 30 40
41 1 14
44 45 4
10 23 28
21 7 41
5 47 9
48 3 21
1 46 9
36 11 42
48 31 23
18 43 45
19 15 16
5 12 33
24 29 29
15 29 8
42 10 7
29 30 0
47 9 22
31 35 24
40 27 3
5 24 43
6 22 48
16 20 45
37 47 14
47 36 28
32 45 29
5 41 20
32 35 10
44 47 34
0 30 41
1 8 44
22 35 6
13 19 21
3 36 2
18 1 49
0 48 34
30 11 9
44 44 38
37 28 46
4 25 39
13 18 22
21 28 6
16 34 29
15 49 49
40 45 27
38 13 46
39 10 24
49 10 38
25 31 40
0 48 48
24 19 0
43 25 44
30 27 3
7 41 2
5 23 18
4 19 37
7 3 5
28 13 34
44 9 4
6 6 18
40 49 21
19 46 1
8 21 23
1 35 17
40 43 3
26 1 24
35 29 13
0 2 41
1 25 38
32 38 44
1 43 8
10 4 37
30 39 7
34 43 43
4 32 41
11 20 5
43 16 28
43 40 15
2 30 25
35 8 37
37 48 22
33 7 5
38 29 47
7 36 0
13 10 19
45 38 0
17 10 35
43 5 20
23 37 9
39 21 33
25 7 34
25 34 39
31 28 26
45 42 27
12 46 46
20 25 40
0 12 9
40 46 45
44 18 13
21 16 37
11 27 15
24 32 23
43 20 19
37 25 25
6 22 5
12 35 39
47 40 14
43 6 4
44 41 12
38 31 9
41 29 12
8 26 11
29 40 31
2 31 24
44 22 6
12 35 16
31 1 39
39 17 47
35 44 36
2 9 4
41 20 44
4 18 27
17 33 17
12 14 3
6 24 15
19 20 28
12 12 16
11 49 48
30 23 44
39 16 31
31 40 1
43 6 38
27 15 34
48 35 16
32 21 41
36 43 0
0 48 26
40 17 21
47 40 46
10 7 23
28 20 32
32 39 30
22 27 41
25 10 36
10 36 8
28 10 17
26 5 6
44 34 9
30 35 28
21 20 44
23 48 43
29 26 46
22 49 45
22 11 9
16 18 40
20 30 0
19 20 29
26 6 19
37 5 41
45 46 5
2 33 8
9 1 13
18 43 38
13 7 38
45 8 32
44 31 6
29 16 25
15 20 21
8 35 27
37 28 18
38 32 32
23 5 30
27 31 41
32 36 33
7 22 28
3 12 31
47 3 13
8 8 2
38 44 30
44 21 27
12 3 4
26 25 36
22 6 10
3 26 42
21 44 27
3 16 9
1 10 42
25 26 8
3 47 33
21 47 48
45 18 48
24 6 8
0 1 48
24 38 41
25 40 13
38 5 14
18 4 47
18 12 31
4 41 30
44 26 48
40 28 4
34 32 1
45 29 10
22 26 45
46 46 5
20 12 6
28 5 23
44 44 20
8 39 44
47 42 9
40 14 1
32 6 22
19 15 1
10 45 28
43 20 19
39 20 20
28 25 49
38 31 10
6 40 3
7 23 39
28 46 28
15 44 14
12 5 10
34 9 23
37 23 46
30 27 30
18 14 40
48 20 40
2 14 39
17 35 37
25 33 38
36 24 47
24 35 45
34 27 4
6 26 12
13 36 22
31 31 45
20 16 9
41 37 30
9 39 2
8 44 15
27 40 15
29 38 14
33 32 25
29 0 14
36 6 39
40 32 4
38 23 5
18 32 33
31 13 37
15 10 49
49 15 35
20 48 48
45 18 35
22 47 19
17 31 24
49 2 0
49 30 36
13 33 25
12 14 17
18 9 12
28 18 34
36 23 38
35 2 47
0 46 29
47 36 6
27 42 32
34 26 16
32 17 23
5 20 5
35 5 14
26 6 33
30 24 46
49 19 47
26 2 17
33 2 6
34 36 42
0 39 20
10 4 40
37 44 9
13 3 42
20 41 20
33 41 31
21 42 27
13 15 46
9 48 17
32 6 45
7 19 16
9 11 7
6 33 40
18 34 13
13 49 17
16 28 30
9 21 27
37 31 8
29 32 26
46 15 21
7 48 14
25 43 44
32 0 35
16 43 45
35 33 40
42 25 1
16 35 43
18 25 17
47 14 18
15 30 25
38 47 5
30 7 34
37 24 44
3 39 43
6 24 32
43 38 38
26 20 10
3 45 16
28 45 13
39 0 41
24 25 33
49 36 0
34 3 32
10 8 21
37 28 16
28 45 45
23 32 25
8 16 5
34 28 18
0 19 16
40 8 3
11 0 26
37 35 7
9 36 19
31 33 30
33 42 21
46 32 7
27 23 41
39 3 33
15 48 2
27 43 27
36 40 5
32 12 17
14 31 11
22 3 49
19 17 13
20 39 47
36 2 24
44 5 19
21 22 17
7 38 42
30 27 28
40 34 33
49 13 0
15 1 47
3 14 13
28 46 15
40 43 7
46 43 6
18 13 12
31 12 21
30 7 36
36 15 45
9 44 13
16 28 31
44 42 23
37 35 34
22 25 38
29 44 20
15 9 1
11 39 34
6 46 36
23 49 3
34 27 21
6 28 11
17 35 45
12 34 29
1 41 25
12 34 32
6 46 36
23 40 26
14 46 3
43 5 8
30 14 23
43 14 19
42 45 38
31 39 22
48 11 36
0 29 25
20 47 46
10 38 15
31 40 5
31 16 38
1 30 11
23 16 39
30 5 9
10 28 47
11 18 22
46 19 14
4 7 18
13 31 45
17 7 40
32 9 24
42 16 29
46 24 39
49 38 30
41 21 43
21 8 13
41 1 44
41 35 48
14 7 34
47 19 35
13 32 19
48 3 43
28 14 21
46 12 20
5 10 0
29 46 33
14 32 41
6 37 17
48 1 12
25 41 37
18 27 14
36 36 36
18 15 18
36 23 31
41 18 13
15 4 28
4 13 46
30 43 0
17 22 39
25 36 27
6 43 42
44 18 20
7 43 19
49 6 38
18 6 37
7 22 8
12 49 29
3 45 9
36 2 29
24 0 31
41 29 30
32 47 13
21 1 24
3 27 34
8 4 46
33 1 9
40 42 20
49 42 9
12 18 36
17 17 19
5 36 31
38 36 0
29 5 34
42 10 7
37 0 26
31 5 7
6 23 44
31 12 24
44 40 12
47 0 16
4 8 25
43 42 35
16 35 15
13 46 8
12 24 12
48 42 48
44 0 25
0 8 44
16 29 29
18 16 0
14 7 1
21 47 33
13 0 43
0 16 28
2 15 31
44 23 25
21 40 44
42 43 28
6 1 0
35 45 10
37 31 41
46 8 6
36 26 13
28 48 31
26 38 30
1 46 2
14 5 35
23 0 15
24 16 0
48 13 9
0 21 2
29 34 11
27 20 21
42 4 36
19 47 3
3 45 46
31 42 45
25 17 17
46 16 32
24 23 42
15 26 22
22 14 19
42 43 14
34 16 8
4 29 44
40 34 46
19 18 19
14 5 42
39 6 12
3 31 46
43 2 20
17 39 3
46 40 14
9 41 48
4 43 41
36 46 19
27 9 42
47 38 28
4 36 27
19 29 25
43 30 25
49 22 1
18 19 11
15 46 44
25 19 18
10 19 11
20 13 40
0 16 4
37 19 48
41 42 34
44 7 2
42 23 4
25 39 0
37 19 23
15 4 33
36 21 0
29 31 40
9 23 10
24 25 15
29 2 26
4 24 46
15 3 41
46 13 21
42 31 20
20 47 21
14 32 8
2 32 24
10 26 45
6 33 40
43 30 9
4 15 46
23 44 35
42 45 19
12 30 39
23 24 17
38 44 39
44 31 42
4 39 37
23 18 28
42 42 16
5 29 44
7 1 44
29 45 2
30 36 35
15 48 45
3 25 5
13 27 11
36 43 40
26 22 47
17 25 19
28 33 49
8 49 40
8 19 2
17 36 7
20 13 18
19 17 32
0 30 5
19 3 41
20 31 32
8 31 12
3 23 1
4 0 24
25 3 8
3 21 5
6 36 29
43 36 33
9 12 32
11 7 10
35 27 20
34 18 14
6 27 43
34 0 30
39 9 46
4 38 42
23 10 38
14 15 48
14 34 45
24 47 47
37 37 29
29 33 37
28 36 2
24 49 34
43 31 18
36 1 30
3 45 37
40 6 11
8 5 36
46 22 22
15 11 44
16 21 10
15 25 4
48 37 25
37 6 6
48 30 27
38 17 36
8 43 19
41 16 4
26 14 6
6 40 29
25 1 36
49 1 9
49 8 11
35 43 0
11 16 21
44 2 3
15 5 37
41 37 14
3 23 12
30 30 7
36 26 22
29 40 2
46 3 21
23 21 42
42 21 40
20 45 38
16 44 25
17 42 4
42 19 19
12 33 38
37 41 42
38 11 10
5 3 18
2 23 28
23 44 46
4 13 20
35 30 35
28 21 33
39 3 11
4 44 20
40 41 22
5 29 42
21 22 26
36 49 48
44 7 14
22 12 10
22 48 47
27 24 19
24 39 47
23 25 46
19 6 30
46 1 28
43 19 42
37 28 4
26 46 34
38 38 7
15 36 27
31 19 5
47 15 39
42 43 4
43 32 5
29 34 8
20 12 46
38 7 29
32 8 12
44 17 32
27 21 42
21 34 1
44 46 8
15 31 18
26 10 23
10 32 12
30 27 41
33 13 20
38 31 44
38 6 35
1 0 9
32 39 40
44 28 35
30 9 41
30 32 34
25 48 46
23 20 2
48 48 26
35 20 14
33 17 44
39 27 27
25 21 20
8 26 43
45 6 5
24 22 48
37 13 18
1 6 4
28 10 44
48 30 49
48 43 23
8 13 14
44 19 40
17 49 26
4 31 24
3 2 11
37 38 0
36 38 31
10 28 25
46 0 35
4 41 46
22 0 40
16 28 32
18 25 31
3 29 27
15 6 21
40 48 1
32 15 10
40 20 9
33 1 18
7 26 25
11 1 39
28 21 18
29 19 32
9 44 7
4 29 49
13 16 7
7 4 13
28 36 23
45 9 28
3 3 11
4 22 6
1 39 43
29 9 13
26 41 35
40 46 20
40 16 36
33 1 2
29 0 28
29 31 16
1 0 44
16 46 36
14 18 31
38 41 31
21 3 1
34 24 33
28 6 43
0 22 44
25 4 7
44 41 33
39 49 36
7 0 31
8 40 14
3 0 2
23 15 6
1 40 34
48 24 14
40 43 42
41 40 38
40 31 31
41 19 9
40 42 37
39 24 12
29 12 27
44 22 6
31 49 7
39 18 19
7 24 27
22 41 39
19 27 6
44 45 15
28 47 32
26 21 38
41 10 21
46 26 28
7 42 32
42 48 35
19 17 27
29 16 22
40 34 18
17 22 7
3 19 18
48 28 30
33 42 15
28 6 35
32 31 46
11 46 43
29 22 24
21 33 17
39 37 5
1 49 20
15 47 43
30 24 27
35 24 39
45 13 36
48 13 30
15 34 15
36 10 46
35 6 35
43 10 28
12 32 2
40 19 44
45 5 49
20 34 5
15 22 14
13 27 4
47 42 10
18 22 11
37 8 20
40 38 40
18 43 15
23 31 35
47 1 47
18 4 5
32 22 19
4 29 17
38 48 17
28 27 21
16 21 1
46 26 8
15 0 12
30 44 14
10 37 47
14 38 16
16 23 30
31 41 20
11 22 24
22 21 31
47 11 32
16 40 42
1 43 21
1 27 45
4 1 32
38 44 5
26 28 19
20 44 4
6 11 23
26 40 7
25 30 28
14 15 23
29 33 10
37 10 44
44 25 10
34 3 2
26 34 39
12 9 2
46 13 49
45 17 28
21 30 29
25 43 6
43 15 31
24 41 37
12 12 32
21 24 30
14 48 20
15 5 16
10 22 2
32 48 0
28 17 7
18 28 44
18 34 11
8 12 27
28 33 47
14 36 39
34 25 14
13 23 41
22 4 20
27 45 46
13 40 44
1 4 24
0 8 16
2 22 42
25 12 24
6 15 24
19 22 34
34 8 46
35 35 46
44 30 19
32 21 47
20 40 22
22 10 45
33 39 5
42 18 5
1 32 1
32 35 12
31 18 14
27 43 14
1 3 8
34 19 8
11 19 11
23 14 47
22 16 31
43 15 6
0 30 16
45 4 3
2 17 4
5 0 10
28 45 21
20 6 41
23 11 29
40 42 48
9 16 28
23 14 4
37 8 11
31 29 22
33 29 28
49 37 3
35 43 28
9 5 18
44 3 46
42 39 43
13 6 29
37 21 3
11 5 18
9 20 21
3 46 26
7 44 12
19 45 11
13 20 7
48 43 9
21 30 42
17 17 45
35 18 6
21 22 2
34 37 25
3 13 27
5 43 26
10 28 25
6 20 45
17 19 6
6 8 21
28 3 3
26 18 12
43 22 49
25 16 0
10 1 40
40 13 32
43 41 43
32 22 37
14 3 20
34 42 28
6 1 26
43 32 27
1 10 36
31 36 31
47 17 20
24 27 14
21 44 30
41 31 24
48 23 33
38 40 29
14 14 37
5 31 40
44 44 36
36 23 43
32 15 20
25 21 12
2 8 16
41 5 31
25 13 37
32 5 46
20 11 39
1 19 9
13 27 9
36 27 48
38 42 0
19 47 34
14 19 40
24 3 5
28 27 22
39 27 42
16 17 32
44 43 35
34 4 35
44 32 19
43 11 27
7 28 48
23 25 48
13 24 26
2 43 15
23 35 20
11 5 31
41 35 37
34 22 13
17 29 29
3 13 32
27 5 14
48 21 48
47 12 47
44 14 8
16 28 27
43 4 2
3 42 17
19 15 19
20 4 23
43 7 29
14 17 22
5 38 20
42 10 26
22 3 17
29 34 41
14 28 22
25 34 11
14 47 28
11 29 30
14 43 14
5 2 20
47 48 23
34 45 17
34 0 8
38 6 21
2 15 7
22 31 43
36 13 10
36 13 0
11 12 27
39 46 0
24 1 42
35 32 2
39 34 41
18 45 48
6 45 48
23 49 29
9 12 12
28 39 25
41 42 9
43 46 9
19 9 25
26 24 32
10 40 33
32 9 28
24 28 18
11 36 24
15 8 4
22 10 27
34 49 12
44 38 6
26 21 2
17 2 0
15 8 6
22 7 49
1 5 16
42 29 3
47 17 21
44 10 43
31 39 2
35 41 25
16 26 7
30 12 16
6 4 37
46 22 46
37 17 45
45 1 23
21 45 20
45 39 31
49 44 28
24 5 45
30 0 10
37 19 44
49 28 37
13 14 16
17 20 42
21 37 48
37 25 23
25 28 13
37 0 28
43 3 45
5 29 27
2 14 8
30 38 2
14 42 31
4 47 47
4 23 1
12 32 19
34 0 38
44 21 34
36 29 8
37 45 0
47 20 25
37 48 1
46 3 27
19 26 49
3 21 27
32 0 7
37 22 27
22 29 11
5 5 44
1 45 44
15 41 46
16 31 49
0 41 31
1 3 35
33 48 47
28 2 14
30 25 18
26 26 0
0 8 23
30 42 10
39 48 8
5 46 24
10 30 16
34 29 0
20 29 8
6 12 26
13 16 32
11 30 21
29 13 48
28 10 16
44 48 17
37 13 47
25 16 9
35 41 8
7 2 33
35 22 0
26 14 27
12 24 24
45 49 34
42 4 41
15 24 5
34 41 39
31 5 9
37 3 31
1 32 3
0 45 15
45 46 10
8 47 46
30 44 30
26 42 37
24 11 18
15 25 7
