100000 30000
158 25 81
110 112 216
188 215 55
151 130 47
153 46 154
226 7 104
18 108 49
14 18 53
91 14 233
75 140 52
102 58 25
231 223 147
156 221 237
246 183 189
39 195 3
57 226 62
209 255 67
39 177 248
162 155 43
153 60 12
146 175 92
194 78 195
27 89 100
68 93 164
35 102 117
13 8 84
22 222 214
245 176 2
76 61 189
21 98 27
192 178 9
50 208 183
110 129 250
208 152 49
149 27 229
19 34 246
24 199 225
248 30 113
93 107 55
150 86 212
24 89 75
84 217 174
90 44 90
156 35 185
155 15 119
102 88 222
166 105 116
14 145 81
193 167 41
75 207 46
56 217 40
100 228 92
219 235 157
113 139 140
73 247 109
131 167 42
96 146 143
127 99 43
236 250 236
101 253 31
223 244 252
75 45 90
37 151 40
11 31 13
213 232 4
123 46 213
138 186 169
92 158 78
26 73 16
84 174 198
1 18 74
32 15 11
255 83 192
41 253 61
197 222 24
5 103 172
122 96 227
54 3 89
95 245 244
122 201 6
19 177 244
174 188 146
141 165 6
195 2 248
210 71 109
170 134 102
207 152 137
188 235 179
212 137 16
154 132 170
49 182 231
41 50 174
6 211 97
102 159 194
203 85 101
206 124 184
220 75 225
66 19 230
17 45 128
177 253 249
30 178 11
105 118 219
0 136 73
143 135 58
22 205 227
210 202 37
134 182 92
151 29 135
50 63 147
136 152 78
158 134 20
50 83 250
36 57 26
104 24 77
144 77 113
172 219 181
211 162 194
250 99 215
11 164 252
121 41 189
70 89 95
79 219 181
111 12 34
143 19 69
93 154 36
82 155 74
6 247 111
167 89 164
2 252 215
34 25 98
47 41 126
155 227 135
95 247 27
26 108 239
38 99 74
200 210 187
161 221 33
120 44 231
220 4 124
135 104 181
246 156 73
253 213 97
67 48 1
185 145 218
67 67 89
93 59 94
213 227 129
123 113 231
222 151 92
53 55 214
40 43 251
15 191 156
19 74 9
179 149 202
132 199 114
33 19 217
135 170 34
177 115 119
161 19 48
183 47 14
244 136 166
70 78 213
97 116 49
230 140 118
108 73 119
33 232 23
208 217 208
3 167 95
154 130 37
44 53 185
15 149 50
126 220 206
141 235 111
220 61 140
73 234 125
117 24 163
235 27 223
191 251 203
252 150 141
100 249 253
183 63 205
81 170 96
103 150 101
110 183 126
47 252 179
67 43 241
205 155 188
212 145 31
4 138 167
118 82 173
235 64 64
168 151 69
75 150 52
9 71 10
131 183 244
139 197 83
197 84 209
106 209 88
184 243 6
30 62 242
41 72 68
168 41 244
26 70 182
77 50 124
173 36 101
49 255 241
81 133 217
187 77 230
1 189 115
146 123 208
24 254 10
230 85 44
255 236 135
75 167 4
108 90 129
244 41 108
26 141 251
36 234 178
78 49 144
61 19 237
20 101 56
143 170 130
188 132 103
64 99 108
68 202 53
247 101 190
189 80 75
170 230 223
114 133 220
123 195 178
189 192 251
238 39 186
36 231 228
13 130 135
86 147 214
154 7 91
82 201 198
241 231 176
46 154 241
227 247 9
8 45 163
43 240 24
30 112 100
59 146 9
76 244 225
10 6 120
134 171 181
67 148 79
218 185 104
103 128 255
223 62 196
194 122 157
136 146 89
130 153 16
132 198 18
241 187 60
120 167 217
208 35 81
107 33 64
118 205 46
157 75 216
213 56 54
176 131 219
144 34 1
132 231 228
172 0 105
36 44 21
149 147 220
25 228 181
27 64 176
111 123 33
95 226 135
95 227 232
181 111 230
79 83 216
205 93 48
69 111 38
64 52 44
249 42 66
11 53 236
248 252 81
74 130 49
85 146 12
204 67 112
160 16 93
15 85 70
81 66 207
108 52 198
153 112 113
136 98 123
9 103 185
41 214 203
47 86 28
82 185 23
27 233 41
192 0 139
222 64 14
193 177 12
151 134 192
171 99 38
157 10 37
221 198 122
230 42 70
196 115 55
121 41 217
176 180 80
156 110 76
163 130 228
186 246 156
73 219 219
72 156 250
226 97 237
120 180 200
121 247 239
169 44 150
246 188 237
229 11 44
214 150 56
219 252 197
52 235 52
44 11 30
78 174 249
28 136 212
248 215 217
104 220 159
140 1 187
11 58 249
35 117 36
226 255 121
57 249 206
26 110 11
53 21 249
203 94 39
174 138 7
52 71 179
230 71 138
25 121 73
117 237 105
23 59 44
218 96 176
192 108 142
20 145 28
127 153 0
22 228 220
211 68 134
83 229 42
38 72 163
69 63 71
4 94 16
243 0 119
144 45 49
46 160 142
63 228 118
135 136 66
27 230 64
1 28 54
119 216 131
59 41 208
223 139 40
161 247 26
210 230 246
115 160 107
34 151 42
46 18 146
69 149 46
121 220 146
82 4 43
224 199 206
138 231 124
185 134 121
88 57 66
16 104 12
201 185 88
253 126 245
125 62 125
123 86 44
242 53 207
39 214 6
146 120 33
84 113 186
164 20 122
167 142 94
153 187 221
51 205 121
41 204 50
212 184 59
91 180 154
65 90 156
24 83 160
155 212 90
11 238 155
177 151 193
253 13 124
2 216 111
209 50 109
225 68 137
176 241 94
187 59 105
29 21 221
47 198 110
219 124 75
13 239 44
235 64 145
220 152 253
193 143 111
181 11 110
64 224 92
65 118 52
39 89 99
124 103 211
88 175 68
139 115 242
69 236 210
244 250 100
231 166 156
165 197 249
62 221 214
22 139 228
248 195 192
130 176 194
45 155 11
201 86 199
229 168 114
176 217 248
53 135 140
112 74 167
162 123 83
156 213 180
26 75 213
165 55 196
223 163 96
188 27 58
22 156 80
94 105 196
181 208 46
58 237 181
36 48 108
33 130 34
44 190 5
195 133 57
39 234 101
79 206 250
174 87 34
76 35 106
21 216 62
64 40 115
63 125 195
254 201 55
142 95 92
108 40 14
190 87 53
82 158 128
84 143 163
42 225 2
114 94 74
46 147 165
81 1 164
253 28 152
22 78 176
100 229 10
77 17 242
62 99 143
216 65 166
247 56 161
125 103 15
124 208 77
101 102 27
3 230 60
27 39 21
61 198 206
86 178 21
93 161 102
4 176 68
86 104 244
199 97 78
43 86 206
208 129 107
252 144 50
62 207 164
98 37 61
156 161 221
54 211 11
22 248 113
239 255 242
135 221 152
203 172 131
44 76 111
68 192 63
159 101 160
101 2 232
89 182 185
165 73 136
41 71 163
133 55 69
200 215 255
222 202 251
195 26 32
154 101 205
215 203 33
91 251 9
150 17 105
254 238 234
207 230 25
57 27 218
42 35 166
66 63 54
246 89 108
26 11 96
149 200 88
64 169 95
107 159 8
51 73 189
25 230 59
23 57 97
234 70 67
64 3 151
177 66 250
193 32 98
203 116 28
226 95 71
99 126 42
159 64 217
239 132 43
230 62 11
1 141 172
147 2 185
123 155 9
26 75 196
70 115 90
206 148 118
129 104 169
35 19 169
100 95 167
52 253 52
235 127 72
37 214 157
82 135 83
0 149 39
218 119 211
158 175 86
191 74 34
110 80 28
58 209 165
161 226 208
157 64 204
251 187 125
151 199 39
191 43 115
77 206 60
142 255 107
21 207 180
40 75 209
78 152 34
160 186 182
94 220 92
120 42 57
244 27 245
192 204 239
81 0 181
10 162 226
72 15 253
149 196 218
223 151 151
111 4 99
78 19 92
106 130 70
145 89 60
97 158 174
133 22 28
254 113 20
138 177 33
2 77 63
198 224 204
217 53 66
25 161 160
63 248 185
100 115 4
17 184 97
211 190 157
114 63 51
249 42 196
129 145 42
162 132 248
174 24 4
251 32 7
30 251 71
216 200 89
42 81 99
70 203 205
190 70 236
201 167 55
213 187 231
42 211 218
85 29 27
218 246 34
242 10 213
50 136 105
204 70 39
126 177 174
118 128 252
13 30 201
107 38 27
189 203 215
135 209 97
18 31 7
96 70 180
123 19 0
145 1 167
4 216 31
213 212 91
147 249 140
218 76 81
23 208 115
25 203 4
167 20 70
223 231 154
102 75 98
80 63 63
227 205 254
251 146 97
186 19 59
195 180 133
11 82 7
129 34 80
167 70 129
223 85 29
49 185 179
118 65 151
28 45 16
6 245 221
149 216 47
5 44 108
119 33 255
118 219 37
244 109 245
150 60 33
216 226 0
20 19 176
222 102 40
159 3 121
41 64 199
13 71 179
252 164 147
227 156 48
101 88 44
105 124 69
197 142 207
70 70 101
104 180 48
178 127 182
6 122 19
204 30 123
238 12 69
165 208 53
114 217 214
0 154 203
12 250 103
238 117 186
232 248 185
72 31 226
95 79 251
39 202 254
35 234 224
152 68 221
136 250 47
152 29 208
164 50 144
243 224 97
245 192 41
219 63 34
219 131 89
140 168 123
79 212 198
205 33 95
75 28 104
219 176 66
146 180 100
116 115 51
204 198 213
227 8 206
49 255 78
197 121 146
113 252 100
17 55 68
178 114 57
0 190 238
20 20 141
69 186 118
114 231 16
175 170 241
174 10 133
177 238 43
176 214 73
130 55 68
47 123 49
118 192 38
55 1 123
204 94 106
99 188 111
240 153 226
196 155 1
14 231 245
43 114 33
30 91 46
125 248 169
120 154 183
187 194 49
96 60 42
224 112 167
150 175 31
137 125 226
122 28 90
192 125 223
210 186 255
166 172 216
132 228 132
102 168 250
86 237 233
79 216 67
84 136 34
251 213 61
61 9 28
71 205 40
98 73 203
67 7 150
146 142 30
191 74 148
118 64 23
170 38 160
217 138 217
13 195 164
155 9 167
252 22 222
31 9 102
180 205 221
92 96 5
252 43 108
195 89 33
116 200 219
82 28 221
185 251 35
225 130 122
144 157 1
229 109 41
95 202 183
174 172 223
39 167 145
215 175 19
79 182 72
47 8 123
83 224 57
86 14 150
8 183 18
39 90 29
248 253 69
231 144 155
223 71 7
217 174 65
39 246 62
206 108 131
46 28 230
145 136 151
241 43 39
246 210 88
138 32 188
57 245 84
143 47 48
21 239 41
21 238 39
182 189 201
115 9 122
200 84 196
74 228 54
129 193 226
5 101 254
108 181 124
28 115 201
120 152 61
28 91 4
101 94 191
245 80 8
64 220 227
168 193 209
169 248 207
118 16 66
239 231 150
239 136 244
29 103 157
253 223 82
198 172 59
77 171 220
230 75 55
49 113 4
17 200 157
251 18 109
34 203 161
103 113 255
224 175 150
23 166 126
123 81 60
199 161 179
176 39 81
115 216 158
255 8 223
28 26 241
30 235 58
102 157 151
13 94 50
68 150 140
94 184 189
255 28 15
229 173 45
123 212 146
137 66 32
189 225 141
243 48 68
213 86 57
144 63 19
177 219 149
159 46 151
222 185 200
147 122 6
250 217 80
43 158 5
61 187 11
8 208 85
221 229 6
152 67 151
119 15 68
154 97 71
241 39 99
173 243 26
131 103 87
102 74 128
216 210 174
77 114 231
177 54 168
62 82 183
85 198 191
215 86 78
220 131 102
93 60 15
69 181 25
28 6 185
250 78 250
121 11 194
110 97 7
53 113 38
166 82 68
251 4 70
124 55 174
59 124 187
168 40 97
42 150 152
28 225 106
224 56 194
241 175 84
245 190 146
58 114 53
86 49 24
95 205 39
136 190 31
21 255 51
80 135 154
231 8 115
231 106 249
153 176 68
22 227 108
27 180 121
167 73 245
98 81 209
56 238 118
28 97 26
6 88 98
8 249 39
142 64 92
219 122 87
15 233 186
146 22 230
217 231 164
147 131 190
157 181 47
185 3 193
100 151 68
130 166 196
6 176 118
23 205 160
242 92 72
252 76 99
103 219 125
207 246 137
19 118 46
96 207 15
14 112 191
216 71 109
29 26 83
118 209 38
158 178 235
44 27 133
182 184 253
150 59 214
193 72 6
214 203 207
78 174 121
231 206 45
60 74 212
179 86 248
49 83 138
48 198 18
252 88 48
127 119 226
203 200 43
166 128 55
222 120 86
100 28 45
160 241 29
166 150 82
19 87 70
12 251 204
199 19 120
20 248 216
71 30 134
158 53 121
112 18 114
52 11 247
115 129 5
248 81 57
115 48 91
83 124 253
83 117 194
107 123 123
125 83 72
39 221 17
246 29 137
125 18 152
59 56 205
71 128 81
248 101 232
169 104 34
31 23 24
15 81 42
198 138 78
157 145 181
133 235 170
138 89 162
168 224 248
115 42 255
1 160 124
132 9 46
147 159 97
35 215 228
17 135 61
245 162 85
18 186 91
23 135 253
44 99 107
229 206 56
132 197 97
164 32 228
234 220 9
252 9 154
45 123 216
131 203 113
153 28 57
45 89 228
24 16 182
108 136 38
119 23 18
231 234 211
14 30 241
242 138 38
71 251 25
234 241 133
232 80 27
230 248 23
33 102 211
189 250 121
226 189 59
66 240 211
146 216 142
215 123 77
255 209 101
212 132 177
162 95 144
88 233 105
31 167 214
66 237 39
84 87 243
165 57 83
52 68 35
134 214 84
231 219 185
1 168 91
183 77 43
219 105 74
14 115 32
4 91 253
192 18 116
211 66 194
34 162 150
141 219 255
232 17 140
226 101 142
33 191 198
238 54 50
247 4 69
118 184 190
112 37 92
208 143 237
247 226 95
255 157 173
201 99 14
192 156 120
233 13 199
52 150 142
59 24 114
236 54 122
223 42 241
236 32 192
116 174 152
173 197 188
65 164 205
208 38 135
42 175 141
192 150 13
220 124 11
0 237 221
163 174 208
154 196 132
176 225 106
190 61 71
83 210 213
144 34 142
80 17 12
198 137 7
92 47 89
86 102 187
194 113 248
22 72 79
8 134 67
159 224 13
85 242 243
15 35 206
251 35 240
223 12 90
221 254 100
60 191 33
96 93 250
82 228 174
32 98 180
202 167 222
206 50 251
22 201 163
211 146 105
67 201 11
98 184 48
33 3 141
240 236 208
140 243 80
213 19 195
9 228 171
54 57 18
229 143 83
111 28 251
89 47 17
43 44 239
138 249 121
149 224 247
203 132 106
113 195 175
193 127 94
86 240 15
137 185 241
245 38 2
125 129 149
205 128 253
112 30 139
68 121 22
22 132 17
42 100 76
24 98 217
82 209 46
172 231 131
135 236 58
173 245 189
31 47 215
55 237 121
191 77 149
75 239 118
172 32 135
21 245 112
207 208 60
51 195 50
144 248 200
117 150 134
118 77 102
215 182 86
63 185 78
105 190 35
7 226 137
186 81 146
176 105 5
49 129 104
177 115 19
174 74 225
210 27 72
98 28 83
166 238 121
98 156 152
70 47 65
99 236 198
23 69 160
174 81 97
195 229 98
161 51 49
217 102 71
214 218 17
10 119 32
171 170 237
133 217 189
100 18 203
52 128 168
17 23 10
81 248 103
92 95 245
72 77 224
215 48 188
91 96 43
253 78 214
244 95 82
144 123 179
59 130 168
178 75 223
199 5 134
107 179 200
110 90 172
37 137 133
119 153 102
78 15 42
34 93 193
114 137 15
171 86 106
136 54 28
222 88 70
101 169 43
229 131 58
32 226 137
74 221 85
96 104 192
203 171 202
74 111 131
156 242 118
68 182 160
22 168 199
196 253 72
174 123 125
193 238 117
158 220 179
127 232 68
78 92 148
57 25 30
23 37 162
207 254 99
188 0 118
184 183 154
194 83 131
69 173 184
237 203 137
58 146 8
122 94 16
180 121 226
131 186 242
71 226 135
192 79 200
248 134 36
66 138 164
106 219 135
143 146 120
56 94 227
216 131 49
97 113 206
139 189 38
120 123 207
35 116 30
55 164 196
79 171 69
43 154 10
179 32 229
54 34 98
226 238 182
176 42 29
22 47 163
241 95 58
154 114 218
59 210 14
201 74 134
168 151 244
144 22 230
241 47 67
176 96 233
165 12 73
254 234 63
83 215 200
34 101 135
135 93 168
52 83 209
125 156 218
224 188 57
185 240 22
62 129 172
181 54 231
48 176 169
13 46 238
9 184 168
91 71 86
2 155 102
175 250 110
76 102 2
224 5 63
163 127 87
190 107 35
220 152 138
77 115 46
94 129 148
250 54 29
87 34 248
225 208 81
8 182 185
138 183 85
40 253 254
137 12 72
105 190 222
194 138 255
55 69 104
157 79 132
227 172 251
246 51 61
255 29 212
129 129 225
4 24 160
30 177 184
90 213 31
75 51 41
218 38 238
151 189 75
58 46 49
225 0 10
124 30 17
5 23 226
234 194 18
12 72 63
32 251 252
35 55 99
44 230 14
157 136 130
8 150 99
20 30 12
210 134 208
105 179 158
52 187 39
238 168 159
169 147 86
152 34 108
17 51 143
211 237 229
238 205 169
42 3 246
167 72 112
143 216 53
64 148 132
91 63 56
124 112 146
43 194 114
118 180 205
194 102 194
115 65 242
4 165 83
240 155 106
212 243 197
193 71 186
47 118 29
123 3 106
75 53 38
36 191 146
149 53 154
169 2 112
22 162 129
127 36 71
98 169 8
252 120 127
194 169 90
212 174 248
69 200 125
123 35 133
163 76 25
244 78 122
50 197 231
253 254 252
21 103 13
187 210 73
154 198 177
34 116 143
149 141 252
104 149 231
53 202 92
144 105 82
28 60 234
216 58 209
7 86 128
115 214 13
215 2 190
127 14 148
121 149 131
196 14 150
151 52 48
239 178 143
62 151 150
202 101 64
44 164 40
12 45 56
231 26 56
244 90 221
207 227 248
234 119 79
60 60 169
115 168 0
179 80 118
199 118 182
140 180 73
216 60 107
115 144 163
79 63 211
204 56 15
189 247 45
60 133 29
10 177 154
74 143 134
86 244 220
197 147 146
91 90 43
222 175 33
44 117 64
124 20 11
118 53 43
67 211 128
4 183 105
52 27 12
250 118 61
227 84 7
1 247 130
19 75 70
35 217 115
254 6 83
200 43 237
13 44 13
164 79 37
23 251 60
245 178 239
226 211 98
185 140 55
33 207 206
8 155 64
179 133 89
226 92 227
94 242 242
246 131 178
33 84 22
157 161 198
48 30 233
105 145 32
181 196 254
245 57 139
39 124 39
67 62 222
70 138 17
9 95 40
183 85 62
244 11 178
155 248 62
233 97 229
119 107 5
32 68 193
144 96 182
183 83 246
212 248 11
57 135 80
61 117 115
18 122 47
6 199 240
21 82 249
224 77 107
132 125 10
247 3 235
180 176 56
14 147 106
186 69 122
37 254 77
102 79 35
46 238 175
36 81 177
91 234 73
153 67 73
163 190 97
121 244 201
191 249 235
64 137 208
183 174 8
207 42 16
136 231 67
198 148 232
95 235 118
126 117 233
184 34 160
188 155 31
191 237 149
144 157 9
227 19 115
122 186 184
18 107 89
213 255 192
135 55 113
183 4 27
129 247 205
130 223 159
24 115 230
29 82 180
238 160 143
82 226 103
176 113 108
54 18 196
165 188 172
59 21 194
232 236 37
47 94 235
39 17 113
193 105 104
151 87 253
175 176 92
88 38 109
39 75 12
166 219 35
44 170 227
28 244 230
139 92 236
204 77 100
140 67 103
224 107 130
149 114 187
107 179 112
247 194 89
215 9 103
209 99 166
185 181 164
184 155 121
72 192 104
188 140 5
203 221 10
36 106 236
90 121 207
204 94 231
95 43 1
4 170 173
115 84 145
236 0 144
152 204 160
41 16 246
234 6 9
232 115 254
148 57 234
193 119 119
195 103 130
200 168 163
252 243 39
86 185 137
92 195 163
224 97 238
214 139 232
206 155 34
29 246 211
37 23 100
235 14 29
19 96 90
27 40 209
224 97 20
184 128 240
7 39 46
234 63 188
251 60 46
204 249 202
201 187 33
94 40 96
102 162 72
127 155 41
198 195 91
116 36 88
127 68 216
201 249 104
127 237 167
204 171 190
117 31 146
98 57 6
238 117 24
176 37 195
85 112 131
39 56 248
246 142 128
137 143 251
68 106 116
145 138 85
168 74 166
87 125 210
102 61 43
158 216 54
233 29 73
91 18 113
132 169 126
250 173 139
205 224 33
224 164 226
222 28 49
138 222 238
177 172 208
118 68 125
234 208 141
99 128 121
171 138 66
192 44 39
77 134 137
113 211 162
98 117 121
16 233 121
144 235 252
83 108 57
153 129 137
251 199 101
236 54 61
53 229 71
65 158 230
204 227 207
97 245 166
237 74 239
138 105 40
240 249 244
151 215 133
244 230 132
20 86 142
170 18 230
153 150 123
164 46 192
141 20 211
238 170 134
234 108 142
94 99 188
163 20 223
249 68 69
32 190 12
125 170 10
251 77 93
245 168 18
143 60 191
22 203 214
131 164 26
133 151 19
53 253 77
58 222 198
175 24 186
175 217 203
187 12 13
90 71 123
244 81 251
3 118 237
183 12 116
168 93 163
142 170 208
147 154 22
100 244 183
10 203 70
106 69 216
94 12 171
5 230 173
234 205 61
72 12 55
171 135 227
155 22 108
199 129 36
14 255 213
128 206 142
62 107 21
122 191 127
252 44 196
127 199 206
54 5 200
203 130 213
79 120 91
177 133 238
99 93 46
63 25 24
73 201 145
20 124 3
147 155 152
173 154 87
79 77 216
160 246 108
146 67 180
228 43 143
222 131 202
0 249 183
51 152 87
36 129 156
193 13 148
184 8 48
109 123 155
98 53 90
153 248 124
14 228 185
119 73 221
160 180 231
137 125 11
85 15 195
96 127 144
92 249 16
211 192 60
228 91 113
182 4 38
40 239 166
56 121 31
251 152 144
81 50 62
190 167 135
81 161 63
178 217 64
116 63 175
222 243 164
33 190 32
154 223 3
248 180 71
198 50 136
18 89 86
213 79 47
124 156 212
45 4 238
178 194 93
141 200 245
231 15 152
99 237 102
225 218 232
245 200 76
33 20 34
97 93 195
87 107 217
215 7 192
243 194 159
145 235 151
102 196 200
12 142 37
222 57 143
67 127 111
239 73 85
211 213 58
157 249 125
32 144 41
36 144 144
97 148 83
38 32 16
246 26 223
192 163 177
87 75 103
156 243 59
15 75 173
150 170 224
89 160 235
25 126 238
39 250 89
92 116 110
244 87 164
167 239 165
95 96 238
95 109 163
179 143 88
105 255 232
80 39 156
228 59 208
232 222 168
44 149 67
17 67 150
60 194 60
143 144 232
165 219 244
173 55 94
172 42 226
223 116 134
129 190 164
181 225 150
45 217 61
80 60 37
199 77 43
13 115 224
17 20 86
144 196 160
207 13 236
180 233 232
6 55 10
68 245 169
150 70 67
173 80 25
31 56 19
237 160 45
184 182 80
57 221 7
87 20 139
151 218 17
94 164 145
196 102 168
79 192 229
88 54 192
119 110 252
117 137 67
99 187 207
249 73 69
2 182 123
105 215 149
110 136 151
34 243 255
4 90 143
140 41 181
147 118 62
16 191 50
92 210 224
5 218 131
138 145 125
65 25 104
118 129 39
120 90 124
153 44 195
140 134 174
132 87 198
107 224 239
105 53 31
9 251 220
169 9 153
164 149 156
53 190 7
117 127 25
98 75 109
89 121 151
229 247 165
74 124 74
235 82 106
18 228 147
78 211 173
25 16 10
183 125 138
233 250 18
62 131 34
40 41 185
42 170 155
80 1 133
206 136 30
156 220 2
105 216 69
66 138 84
50 70 224
147 41 129
246 55 73
137 14 145
121 75 88
42 240 1
205 78 76
151 16 145
109 169 89
25 193 118
66 77 210
122 165 179
172 213 217
53 130 126
60 131 7
44 44 187
164 208 106
162 57 97
187 78 244
20 219 64
187 247 137
73 87 7
39 44 193
4 58 155
108 124 1
50 88 240
43 203 8
33 134 230
84 188 74
105 147 162
123 188 101
104 251 59
161 92 67
191 188 16
44 127 101
23 212 186
44 25 136
234 105 168
3 218 5
105 118 15
237 247 240
213 223 82
51 99 131
21 16 187
218 38 239
86 252 173
40 188 91
22 30 55
195 252 137
111 104 204
168 242 97
151 24 217
144 138 47
184 97 198
42 92 2
245 81 167
219 155 114
88 59 157
157 82 92
107 227 103
51 183 101
103 151 35
192 39 3
19 200 31
8 60 27
3 84 249
90 7 101
240 32 129
245 4 144
51 239 222
181 151 3
155 121 66
249 175 239
134 101 115
200 99 72
172 199 210
104 200 53
127 24 116
232 226 35
226 29 38
44 177 134
82 196 225
115 200 131
193 41 198
194 17 22
180 242 66
217 163 111
81 61 72
56 91 102
191 28 20
174 133 198
197 208 10
185 129 154
18 197 13
151 45 93
142 140 152
46 222 70
129 251 56
29 214 41
24 74 240
50 142 68
204 120 81
190 232 184
220 245 46
174 155 170
177 28 162
157 82 186
172 168 19
175 13 103
5 254 246
219 244 17
140 140 199
2 121 71
236 27 88
79 211 213
219 63 87
52 214 241
246 3 168
101 232 110
3 94 19
67 20 116
183 230 153
81 154 125
200 15 20
18 238 236
122 142 222
32 97 234
148 202 149
114 16 189
48 23 57
92 72 175
102 209 29
194 121 29
176 41 88
152 208 127
80 216 118
0 195 56
193 20 136
74 227 74
17 127 223
214 102 230
115 200 170
10 163 21
122 195 161
36 252 66
69 162 41
85 6 27
110 247 201
154 155 68
232 114 10
231 192 171
67 155 15
17 133 203
237 54 1
116 237 37
235 249 212
235 7 138
76 112 128
211 245 36
3 201 5
210 194 67
196 62 54
58 4 45
25 156 179
103 237 75
205 135 47
177 205 23
6 203 190
114 126 219
174 59 202
28 42 38
192 10 35
249 79 133
26 115 79
61 230 159
179 114 183
173 196 180
56 68 99
241 188 9
89 21 86
90 61 241
242 179 29
53 199 25
150 132 154
72 93 34
147 107 70
45 57 48
88 244 106
20 117 33
221 100 202
11 208 65
153 121 132
231 80 25
152 7 139
12 251 57
120 63 123
38 167 202
214 165 50
183 177 38
115 204 25
225 119 122
171 231 30
193 89 27
227 254 169
71 58 94
150 207 236
10 153 223
26 4 168
117 14 208
218 246 9
91 56 226
238 76 58
112 96 207
195 134 241
173 253 244
194 115 85
104 198 171
135 187 35
241 214 64
205 253 153
35 236 44
51 80 240
160 168 251
176 88 2
235 201 176
153 217 23
71 93 235
104 59 229
168 31 112
10 89 21
241 126 192
238 217 113
64 186 17
209 114 106
254 122 119
65 0 92
38 118 163
91 120 199
237 21 7
171 254 224
150 146 241
231 8 234
1 24 23
13 251 190
78 28 58
156 165 172
14 27 197
202 173 16
10 240 6
132 68 173
192 241 134
113 40 136
23 147 75
18 126 7
115 30 79
242 77 112
183 63 92
44 193 144
114 151 252
7 61 151
161 180 2
254 110 32
138 60 226
39 138 243
92 188 31
194 195 220
96 43 236
152 176 148
81 28 113
61 190 93
81 202 145
179 100 192
237 74 206
43 120 125
0 212 241
58 240 68
191 163 163
153 121 69
71 241 99
235 135 175
32 151 48
66 30 242
95 195 42
177 32 148
245 112 140
1 5 118
1 216 65
27 143 103
203 8 2
30 66 226
27 75 232
70 103 242
44 215 68
103 216 101
233 216 251
163 183 121
159 101 30
91 231 4
237 83 109
248 168 97
3 249 162
250 160 99
169 217 123
7 25 196
154 63 169
237 67 184
147 55 43
184 47 79
201 235 39
251 202 60
74 190 241
144 135 25
59 147 123
170 110 139
132 209 169
23 172 18
110 208 199
88 68 121
247 152 156
173 136 213
74 18 206
137 41 134
197 73 18
131 140 157
50 48 12
228 225 0
255 252 105
52 25 240
209 28 242
88 159 237
215 225 25
28 123 213
14 118 158
199 184 182
130 174 141
68 68 180
134 83 133
87 184 235
132 215 153
168 172 143
143 92 27
113 114 85
221 140 231
83 130 32
202 92 121
248 116 61
8 34 55
37 47 33
132 178 233
72 79 147
195 91 182
171 176 165
0 38 228
193 91 219
222 140 232
37 117 18
200 206 86
202 93 76
155 229 251
119 239 200
216 206 89
2 240 58
45 129 20
199 188 75
6 131 43
213 47 94
144 153 156
5 171 202
223 9 82
224 200 157
160 145 199
27 19 232
49 118 162
102 14 82
108 134 16
239 196 105
94 152 243
235 163 142
30 121 34
51 42 111
34 51 74
232 98 11
38 109 48
86 121 105
97 52 18
61 170 131
175 50 254
49 32 35
148 78 81
232 223 33
187 69 119
72 154 89
128 253 97
215 188 61
143 92 109
25 252 183
93 129 70
223 178 131
195 108 199
28 32 218
161 82 39
184 91 97
40 2 157
50 135 126
178 125 63
71 178 172
220 88 140
66 47 91
233 164 215
235 173 98
126 144 54
67 192 3
203 242 252
58 84 106
197 136 187
226 41 4
143 158 128
129 168 187
78 118 55
233 6 138
45 6 118
91 232 8
222 23 24
67 67 80
53 195 216
54 79 18
222 205 3
237 206 231
137 45 237
179 94 105
91 16 190
208 215 129
18 84 109
51 160 180
67 2 1
55 103 192
216 35 99
204 151 79
91 129 209
66 92 4
5 29 47
54 155 148
157 83 24
221 52 10
47 130 30
56 7 237
190 236 214
54 190 87
87 129 100
8 117 183
143 171 228
101 91 108
126 45 150
78 24 125
89 121 18
55 125 23
203 226 189
3 239 186
237 31 95
48 201 216
34 135 246
187 182 104
247 32 2
20 210 77
72 52 19
45 96 215
112 29 119
180 12 112
11 48 6
72 212 82
54 183 178
249 193 4
50 106 14
7 218 144
221 24 178
235 112 158
217 206 49
225 219 7
53 121 146
160 212 228
55 0 182
45 150 248
248 53 230
41 80 233
40 8 240
202 101 35
164 137 20
165 231 65
62 203 182
92 117 51
56 65 159
63 136 245
9 191 222
138 149 234
167 135 38
194 60 227
170 229 196
122 77 165
249 13 196
145 143 174
61 46 50
236 6 178
167 56 91
125 204 124
22 74 133
194 79 238
188 218 141
146 132 146
198 133 101
59 34 213
235 201 87
148 129 130
94 140 221
22 194 171
180 130 207
198 83 165
229 18 64
125 70 255
173 62 202
58 204 243
116 169 123
54 217 148
144 136 82
61 176 106
133 30 157
95 30 96
0 22 19
214 209 49
111 233 18
79 89 112
99 52 147
43 134 0
199 21 153
23 13 14
167 40 86
236 14 239
200 86 147
30 106 11
13 114 53
10 39 58
17 132 238
101 142 156
205 73 159
99 58 253
175 47 102
161 185 0
128 7 8
108 86 77
230 37 210
135 236 180
48 64 92
68 198 78
0 107 80
19 197 36
209 98 91
110 238 104
105 241 121
185 177 62
44 30 72
164 57 143
37 38 174
170 4 221
226 25 17
112 204 97
77 238 37
155 183 90
196 236 140
102 85 53
6 148 28
77 53 161
33 212 159
