8000 1000
10 6 12
30 8 15
7 49 41
3 21 1
24 39 4
11 46 39
7 46 10
23 29 14
32 7 22
48 8 50
11 47 41
49 49 41
46 43 36
34 47 18
21 6 37
43 49 34
1 49 44
11 13 26
7 10 12
48 47 4
12 27 49
22 44 30
43 21 27
34 30 4
46 36 5
15 28 5
39 18 2
49 34 45
22 15 31
32 1 35
1 37 31
6 23 19
31 24 43
21 42 8
29 3 39
25 26 30
12 38 6
28 16 24
5 23 20
28 8 11
48 30 31
43 30 44
46 38 17
16 34 2
30 26 12
7 15 35
20 42 9
15 46 46
21 29 23
9 48 23
34 49 3
5 21 41
36 17 45
2 26 28
18 29 13
40 12 40
21 14 48
37 15 38
18 12 40
22 49 32
26 24 25
42 4 1
46 29 29
37 11 7
16 33 6
18 35 31
7 30 42
23 6 10
0 43 12
30 10 11
16 2 6
9 43 13
5 37 46
20 50 50
14 29 1
1 2 5
16 49 28
44 19 37
19 22 35
2 20 7
6 43 33
31 24 22
13 49 32
22 43 6
35 49 43
15 28 22
11 7 16
45 45 26
30 44 41
20 5 41
12 42 48
43 33 14
3 17 20
27 44 33
49 24 15
29 44 46
14 19 39
14 47 19
11 16 23
45 5 20
5 46 31
49 18 35
30 48 15
16 45 37
39 3 29
32 43 18
7 40 49
25 16 27
11 43 46
47 1 2
3 1 17
42 17 3
28 43 9
23 33 17
41 9 8
28 48 30
16 13 26
10 34 6
34 26 41
1 5 35
17 37 37
1 22 24
31 39 15
4 10 5
25 6 15
21 13 45
47 34 15
21 43 3
48 20 29
49 24 11
36 9 40
36 26 10
11 2 42
14 10 45
31 27 15
9 13 1
28 47 13
43 15 42
20 31 39
23 28 1
6 37 45
22 9 42
31 46 42
31 33 13
33 18 1
45 35 28
48 42 45
39 30 4
19 21 28
2 40 40
27 44 9
22 37 2
19 40 32
22 17 38
11 33 5
40 24 37
48 4 31
15 49 6
36 5 42
31 13 8
29 23 30
16 14 32
27 43 34
3 48 46
46 29 6
43 10 22
20 9 35
40 26 13
14 25 34
33 19 18
46 39 9
21 15 41
3 17 22
3 3 38
4 14 0
18 43 32
38 38 4
25 38 43
11 40 5
30 48 22
22 45 33
44 7 48
23 50 20
26 49 36
7 38 10
19 14 46
50 3 5
37 20 36
30 28 36
43 5 45
11 5 5
20 5 49
14 28 20
14 7 6
30 36 49
44 1 27
22 41 15
46 29 36
18 40 18
26 33 22
21 29 29
4 20 38
13 24 44
48 33 39
8 31 49
19 6 23
2 40 20
41 19 14
9 19 26
14 30 31
0 8 19
1 41 14
20 49 48
21 23 8
41 2 21
4 11 11
16 29 23
37 29 15
10 0 47
15 27 44
32 26 27
39 1 29
35 30 37
44 36 18
6 47 6
5 23 20
0 5 9
15 27 30
27 46 29
47 11 24
10 37 17
47 17 46
39 24 37
32 12 27
46 14 8
49 1 12
34 8 47
40 41 17
1 24 40
46 25 42
30 7 10
0 10 19
2 26 21
3 26 29
45 14 27
8 11 5
30 30 45
5 15 2
50 39 3
13 3 18
7 2 35
12 21 36
15 34 32
13 50 24
35 31 12
48 14 13
46 34 29
11 16 46
50 4 44
15 10 7
5 2 7
2 48 35
49 23 37
38 25 7
41 10 16
36 13 29
46 11 34
38 8 13
14 50 3
33 17 16
38 29 0
4 30 40
50 2 42
47 35 3
19 45 3
1 19 30
27 20 16
29 40 18
7 47 33
24 42 24
38 3 15
0 26 32
33 49 50
16 35 31
30 18 17
31 37 41
17 14 1
49 30 24
12 31 26
7 32 42
20 34 19
41 19 13
12 19 32
34 42 11
23 40 42
29 14 3
23 5 39
30 2 33
22 36 5
41 38 38
1 26 26
21 1 28
22 35 6
4 20 43
1 1 46
23 13 10
13 26 33
24 35 36
20 46 39
25 50 8
13 0 30
27 26 44
27 38 50
45 49 43
13 23 6
40 12 14
1 44 4
4 18 3
31 7 18
18 7 48
38 17 28
48 41 6
28 25 38
23 22 37
42 44 37
6 31 39
13 27 46
35 42 19
49 18 1
42 20 8
29 14 46
5 34 20
16 33 27
27 20 8
50 21 29
2 39 31
5 17 26
14 25 29
13 5 50
23 43 18
12 40 20
8 50 41
6 29 46
17 4 22
42 1 15
5 49 21
1 40 47
28 45 12
6 29 50
29 33 34
5 14 4
46 12 29
28 20 12
1 13 21
35 16 6
48 47 39
28 32 12
50 50 34
10 22 39
24 14 9
5 31 46
45 42 26
30 16 41
17 17 23
7 39 1
36 8 29
18 7 45
29 16 37
33 23 15
31 14 13
41 3 37
48 38 20
48 11 13
24 31 19
30 19 12
38 46 32
7 23 18
2 43 21
20 16 41
5 6 10
0 1 41
1 14 9
37 35 3
33 40 28
48 41 11
22 46 25
49 17 13
18 15 5
1 16 14
40 47 31
8 48 30
23 13 43
18 35 14
2 40 16
35 2 38
6 5 14
28 44 15
10 43 48
14 6 42
21 39 22
3 32 26
6 19 16
45 16 16
19 4 8
12 33 33
6 17 46
24 9 4
39 13 32
26 48 47
13 4 33
5 11 20
35 0 11
19 25 22
46 14 25
43 9 21
26 27 14
1 2 20
31 42 46
0 6 0
33 28 15
39 38 23
28 6 36
34 42 21
7 33 9
48 26 48
35 19 9
13 19 5
31 16 50
30 46 20
19 18 38
23 0 34
5 6 24
11 38 38
15 35 12
28 23 32
50 33 29
12 25 0
11 36 47
9 47 27
37 6 5
25 23 44
36 2 23
33 44 24
38 31 6
33 5 37
9 12 24
21 1 15
19 40 37
41 2 30
48 9 48
49 18 18
3 24 34
41 16 12
35 1 12
41 6 30
21 47 24
26 28 17
22 21 14
23 22 50
47 47 5
6 3 12
7 0 22
2 20 5
17 42 30
6 39 36
46 46 23
8 50 4
25 38 7
48 3 49
32 46 20
47 16 50
14 9 34
9 35 44
46 45 27
9 21 12
45 31 8
39 19 36
37 13 28
12 5 31
22 38 22
17 28 11
16 11 11
37 41 43
50 13 37
50 25 48
13 32 30
19 28 14
34 21 35
4 16 30
48 41 34
26 21 44
32 15 35
3 2 1
39 30 28
23 21 48
4 11 47
29 24 50
27 15 0
9 49 30
49 47 7
34 45 40
12 49 4
45 28 39
24 31 24
13 38 38
13 9 39
18 30 35
5 8 30
23 44 22
42 34 10
47 14 16
30 50 3
20 50 44
46 36 22
32 39 9
49 34 49
0 46 13
40 18 15
39 49 49
29 19 28
15 35 11
38 14 0
37 37 49
12 11 35
8 4 15
37 18 33
20 35 33
23 6 48
9 44 48
45 19 29
32 44 5
18 5 38
28 8 28
46 45 6
37 27 7
35 5 4
37 40 11
39 15 42
32 17 37
2 8 8
16 27 15
36 49 49
10 15 13
36 44 41
48 15 48
34 25 14
4 36 8
32 34 44
27 40 38
34 38 34
39 39 47
27 8 16
29 22 21
17 42 10
36 28 35
16 42 48
17 32 35
7 20 7
37 0 0
26 24 37
1 3 18
14 42 19
39 42 46
44 28 45
43 14 12
50 37 43
4 33 2
38 47 29
48 12 45
30 49 7
38 44 11
37 2 15
6 39 7
14 21 41
25 29 21
48 4 12
44 35 37
33 22 35
29 27 14
1 11 11
42 25 36
12 23 26
47 49 44
13 31 35
21 38 5
43 21 39
14 44 40
2 1 47
23 18 5
6 40 29
14 36 0
10 11 33
29 5 50
22 29 35
35 1 35
1 48 15
3 29 0
40 25 23
16 14 42
25 45 43
24 24 40
42 8 4
27 10 13
27 12 18
2 16 43
34 27 30
34 34 3
33 16 9
41 18 7
6 32 44
32 9 27
30 27 24
10 44 19
36 33 12
10 44 6
39 31 18
30 29 42
50 37 10
5 5 32
4 23 43
38 3 44
10 4 10
3 41 28
7 46 46
7 44 45
6 48 13
50 34 42
20 45 31
15 33 22
16 16 32
34 5 39
35 26 9
31 37 40
13 6 29
14 4 15
41 15 36
18 36 40
48 41 7
48 41 37
1 39 27
48 39 39
25 6 12
48 39 20
1 47 31
13 47 0
13 41 25
46 42 24
1 47 10
7 37 37
11 48 32
34 2 46
22 21 26
6 24 37
39 29 42
0 24 5
3 13 22
5 15 20
27 1 26
30 21 22
46 0 39
15 39 24
39 49 34
7 33 35
5 27 50
5 4 8
4 22 32
14 45 17
33 4 15
16 8 1
33 15 20
40 17 4
5 40 7
17 9 2
46 14 37
32 14 27
32 18 26
23 48 42
25 25 46
27 5 49
41 30 0
36 40 46
3 48 10
39 19 39
21 30 41
11 16 27
5 45 36
44 28 46
10 19 27
48 5 10
26 3 31
45 8 7
23 42 29
23 42 26
14 37 3
33 40 5
2 10 14
15 17 18
37 1 17
34 44 6
22 30 12
13 41 35
36 6 2
20 3 21
42 41 1
36 0 46
36 2 1
6 38 6
19 0 45
8 11 8
35 42 22
40 41 2
7 45 32
7 49 12
46 45 11
3 50 4
46 2 43
47 8 3
24 8 22
38 1 20
6 40 42
24 0 13
10 0 18
27 49 34
3 42 47
3 50 50
46 8 18
45 32 2
19 4 9
27 27 25
23 5 34
42 3 29
1 41 14
46 41 36
5 4 38
30 41 24
50 9 30
38 12 28
21 14 13
2 9 48
30 49 19
22 28 8
46 26 35
41 0 3
4 42 26
31 16 18
7 29 19
40 15 21
1 38 7
34 7 44
21 37 35
20 36 25
36 38 32
40 44 13
3 38 36
24 18 34
50 20 0
42 22 22
34 0 31
33 4 37
22 9 7
0 16 8
47 40 49
6 10 31
45 3 14
32 19 46
45 24 15
28 14 4
19 37 13
38 38 20
13 38 38
20 48 49
32 22 40
14 33 5
6 50 39
16 3 25
29 0 8
3 44 32
35 0 25
33 37 39
27 19 15
17 47 5
10 6 48
21 8 29
5 4 44
21 37 4
29 49 33
10 47 39
20 28 0
43 30 24
14 20 44
3 7 13
12 1 33
16 32 23
36 7 3
37 45 50
18 13 46
42 37 50
4 17 8
40 8 35
27 4 8
19 11 45
5 27 24
20 42 22
10 1 50
0 37 13
39 26 43
17 29 13
0 12 47
1 21 39
21 45 15
42 29 19
48 42 21
27 14 4
14 18 22
43 26 40
20 43 32
31 1 4
8 39 45
5 19 39
20 25 19
5 16 38
36 37 25
22 18 37
44 35 2
5 29 4
39 34 10
48 23 50
38 17 42
39 46 4
43 18 6
12 41 14
19 17 25
36 24 38
23 0 44
15 45 25
6 21 18
43 20 0
35 33 35
29 17 22
44 37 35
26 0 22
39 31 30
33 18 10
8 45 19
11 9 45
40 49 33
46 28 8
7 18 27
4 40 2
13 39 29
30 37 8
9 16 29
0 10 0
49 34 30
24 5 34
26 24 43
7 29 14
34 6 13
10 43 21
24 32 39
13 40 31
14 32 19
24 50 26
11 27 34
3 41 7
47 14 41
44 13 8
17 12 46
42 32 27
7 13 19
18 25 6
36 30 35
23 1 48
13 31 28
18 19 14
22 32 32
39 47 49
17 4 18
47 11 39
5 19 33
40 27 30
1 4 32
37 33 33
43 46 44
6 46 33
10 23 29
26 47 9
26 44 30
25 12 30
36 12 28
43 43 47
22 22 0
18 15 30
40 35 8
46 46 11
3 3 29
12 21 17
13 49 31
15 21 12
20 26 26
44 12 11
5 39 15
23 19 36
45 16 0
26 36 36
43 20 44
36 13 41
48 26 3
25 39 28
34 37 29
31 44 39
1 15 39
44 34 14
1 31 14
2 30 2
42 37 17
14 6 28
7 10 36
48 3 6
12 42 45
50 38 13
14 0 16
40 37 30
21 27 19
48 42 44
8 21 28
36 45 37
29 8 22
29 39 44
24 45 48
9 50 21
35 16 16
47 31 13
16 26 36
2 43 4
29 6 15
33 33 42
19 9 6
34 1 44
0 40 39
43 25 4
10 23 37
3 6 8
1 41 17
6 32 20
43 30 26
1 1 20
31 43 17
10 11 45
47 29 35
22 28 18
50 23 8
10 10 41
3 29 29
7 2 11
21 27 21
40 37 22
41 34 47
38 32 13
22 2 9
28 24 44
3 18 40
44 14 14
45 39 49
49 37 17
43 21 10
50 22 34
36 15 34
22 44 40
46 44 37
3 9 1
44 2 31
38 42 5
9 32 18
10 2 46
33 3 11
8 3 41
36 48 1
6 15 26
39 10 2
10 17 33
15 3 0
21 15 17
20 43 20
41 13 5
0 44 12
36 33 15
39 31 40
3 3 3
0 26 19
5 48 29
39 46 47
28 15 17
10 30 46
7 33 17
22 32 17
37 15 10
50 28 31
13 37 24
37 9 32
14 44 12
37 49 10
21 37 4
40 48 29
19 27 20
2 26 27
5 44 14
2 0 31
6 13 16
45 18 50
20 17 37
4 40 28
9 43 8
45 9 23
0 45 17
34 33 23
31 24 46
3 46 22
39 42 44
20 24 37
36 32 47
6 29 19
36 25 44
30 6 46
20 32 9
26 28 28
30 29 13
31 35 48
28 46 26
37 12 33
28 4 2
2 5 31
17 2 19
3 20 10
0 1 5
7 49 5
40 32 43
33 35 25
0 30 13
1 47 11
40 46 7
22 9 23
47 8 8
47 14 32
41 39 5
14 17 31
2 15 29
4 7 25
8 7 32
9 18 23
13 46 42
22 17 29
47 41 23
10 20 9
15 30 47
19 23 16
49 20 0
32 15 21
10 25 10
25 48 22
5 12 34
16 36 37
4 5 48
22 22 0
44 40 40
5 16 12
6 41 12
7 14 3
4 36 14
29 10 43
48 50 50
39 49 46
33 35 8
37 33 14
19 20 27
10 47 2
20 19 37
35 43 11
26 36 5
16 25 21
11 44 44
5 32 21
40 50 15
1 7 15
33 12 9
48 18 25
49 5 12
4 32 39
39 44 10
18 45 19
45 12 8
11 45 17
47 14 23
33 20 17
25 48 37
17 8 1
45 45 11
40 30 4
41 23 41
21 48 25
23 0 32
46 40 43
9 36 3
47 36 45
41 48 25
36 24 37
34 16 30
10 28 47
20 2 3
18 28 30
45 9 15
23 50 5
39 44 35
44 38 17
10 22 21
43 49 50
42 16 32
8 14 17
27 32 47
33 12 37
14 4 46
50 49 35
44 32 26
32 47 27
24 10 28
22 29 39
37 12 20
41 3 45
47 33 50
37 32 20
34 13 27
1 31 14
28 32 50
16 38 29
12 32 9
41 34 43
0 8 16
6 18 21
46 18 36
43 28 41
17 47 31
9 29 48
50 23 32
19 28 7
3 6 0
22 43 47
24 3 40
3 1 48
37 31 25
20 15 48
25 13 37
6 32 38
42 38 16
38 6 21
32 13 48
21 24 23
14 30 19
6 11 41
15 40 11
5 26 29
41 19 5
16 36 42
32 4 49
6 3 17
31 25 50
11 25 16
14 20 2
21 22 1
40 49 20
10 1 32
30 36 1
9 40 0
30 26 34
43 9 2
35 18 41
37 44 50
10 33 7
46 20 46
14 24 22
7 49 2
28 2 11
1 1 7
46 45 24
49 21 40
23 20 3
22 30 29
10 28 4
36 19 46
34 38 24
16 41 22
41 34 41
3 1 40
5 43 50
15 45 35
36 39 37
39 3 34
43 14 39
3 33 48
0 6 14
6 38 33
10 27 7
2 31 47
6 45 29
2 46 42
24 6 49
46 46 12
6 10 22
28 26 8
5 4 34
40 31 30
41 18 46
4 11 7
29 19 22
25 25 24
28 10 49
43 39 7
11 49 7
27 12 22
50 37 21
13 17 49
1 1 28
46 38 24
39 36 43
3 50 49
40 39 20
28 30 50
35 10 41
40 35 5
50 18 37
44 14 22
25 26 41
38 10 36
35 48 43
20 19 49
23 41 12
48 30 38
19 22 29
30 40 28
15 0 13
8 6 48
10 20 45
6 24 12
18 37 34
34 20 23
0 48 35
8 16 35
34 42 19
9 46 34
45 26 28
24 43 44
15 39 27
7 50 21
12 13 34
10 48 47
40 8 26
6 21 47
42 30 46
45 32 9
35 14 6
19 24 9
15 44 8
41 2 48
16 21 18
34 28 15
27 9 37
28 44 42
6 17 6
41 34 29
21 27 40
19 26 16
20 1 10
1 48 46
38 7 28
16 44 7
26 50 9
36 6 0
23 3 22
44 18 41
12 46 45
43 1 31
8 9 18
4 22 47
27 9 35
14 40 40
31 9 17
36 12 19
44 49 23
36 25 27
27 9 47
17 43 27
16 34 35
27 0 35
34 49 0
7 20 42
15 6 47
6 17 14
4 18 45
27 33 6
31 21 35
41 50 37
12 50 28
2 17 41
5 14 42
9 12 16
19 22 19
21 1 13
17 12 43
46 27 25
29 47 50
50 41 21
36 33 15
18 27 34
27 7 22
6 24 0
45 8 8
3 26 22
25 11 10
19 32 5
26 38 14
45 33 29
8 40 50
43 12 35
31 3 13
33 43 22
40 6 18
4 24 38
15 49 24
47 47 23
42 24 48
18 7 29
40 8 18
45 47 49
40 36 43
27 2 43
7 19 46
17 48 33
25 27 43
12 44 28
15 44 3
19 17 8
31 14 9
10 0 33
30 37 15
36 46 9
50 10 6
45 16 46
24 35 30
46 29 2
6 1 25
4 12 18
40 32 50
2 47 2
25 33 11
4 43 25
14 24 4
17 14 1
13 8 44
21 7 32
50 9 26
0 35 14
18 15 44
23 2 29
17 19 36
20 43 2
2 47 31
14 10 13
35 33 11
36 32 7
24 2 48
17 37 4
42 49 2
0 25 34
4 25 13
41 47 31
23 38 5
42 50 9
31 25 22
4 22 6
16 25 26
49 48 42
2 2 34
39 44 18
6 9 27
44 50 48
34 42 41
17 6 29
32 49 0
8 9 23
7 8 13
18 34 35
40 33 49
29 17 18
14 2 34
11 45 24
24 5 46
4 37 37
4 34 27
27 25 47
11 10 23
48 47 50
7 31 3
47 3 5
24 17 7
10 48 29
24 46 23
4 10 12
35 47 32
13 12 41
35 29 35
42 18 24
27 2 44
32 44 40
47 39 5
27 4 32
14 15 4
43 32 45
49 25 29
27 19 11
48 50 44
50 37 50
31 1 18
2 49 11
9 13 16
6 18 15
49 19 30
3 14 42
43 4 34
31 26 12
6 17 6
13 38 24
49 37 16
45 12 45
29 10 44
30 33 37
7 0 29
33 22 24
35 21 24
34 20 45
44 38 18
31 13 37
50 19 42
43 9 6
6 19 44
13 24 44
8 19 0
34 20 0
34 10 9
18 27 6
1 9 43
40 47 40
16 38 39
14 31 28
35 23 26
27 48 21
4 34 46
6 15 44
17 31 48
42 47 31
23 14 38
40 20 33
44 12 30
47 48 7
33 26 48
9 34 19
47 29 15
35 0 0
40 0 24
36 3 36
42 8 45
24 15 34
18 46 30
44 5 15
23 2 43
6 6 43
26 14 45
4 40 8
22 30 21
19 46 45
8 29 17
36 14 26
5 37 25
14 10 11
50 10 42
23 47 36
41 26 40
9 7 10
33 38 45
46 36 36
28 44 16
1 4 44
44 30 24
16 10 14
11 49 15
6 35 32
0 18 11
2 11 31
28 1 36
38 20 12
19 34 7
41 33 36
38 46 18
34 2 31
2 25 37
20 16 39
6 43 49
22 1 41
33 21 48
48 35 46
12 46 17
4 6 22
3 49 25
15 15 49
29 35 27
3 3 3
9 18 19
12 43 9
10 4 47
37 26 20
32 36 15
46 33 0
49 13 10
24 39 6
33 32 30
1 34 38
27 4 15
7 48 1
34 44 20
49 48 4
28 33 14
39 33 9
50 13 12
26 47 49
13 6 11
4 7 9
18 32 8
33 49 4
32 47 34
19 37 36
6 2 25
6 20 4
27 17 2
20 48 48
18 41 18
28 1 34
24 21 21
37 28 20
48 24 44
39 47 21
28 42 19
27 32 16
32 36 22
49 43 22
46 3 31
12 50 22
28 14 49
28 29 42
10 32 7
18 26 48
15 30 5
15 35 46
6 31 33
41 22 18
41 46 1
34 5 3
48 17 42
2 49 4
46 19 27
12 33 36
14 31 27
26 9 6
3 14 38
5 21 36
5 22 47
2 1 9
3 29 45
9 32 17
6 46 0
37 27 8
50 9 20
2 1 10
30 32 37
6 44 3
2 2 31
28 43 37
37 19 19
42 37 1
38 15 17
13 39 12
28 7 33
31 12 50
37 4 34
39 41 14
8 21 11
32 43 11
48 27 6
20 26 4
2 13 44
5 50 11
40 9 0
19 45 45
39 9 42
44 45 49
8 23 22
42 46 35
8 35 2
5 20 12
45 0 36
39 0 37
41 33 2
7 30 1
42 7 49
8 8 37
34 27 29
39 2 42
20 29 2
34 39 31
6 23 49
37 36 40
10 19 13
18 36 1
48 1 45
22 6 9
47 26 6
6 11 43
44 47 15
37 15 20
44 18 20
43 50 2
3 2 43
36 15 9
13 20 27
36 34 3
13 26 19
29 10 1
18 39 38
21 10 24
30 4 5
25 22 20
2 46 25
17 35 25
24 12 24
50 30 39
39 21 28
0 35 16
13 6 28
6 9 30
30 33 18
36 25 14
1 47 29
7 12 26
47 37 20
44 29 48
22 20 34
7 16 20
38 20 44
38 29 15
34 10 39
20 45 9
21 39 34
48 32 46
32 15 35
14 28 13
43 27 16
18 48 10
10 0 19
47 23 26
7 47 3
32 45 15
47 39 8
34 6 12
36 1 11
12 45 36
21 8 9
18 27 48
45 5 43
31 14 40
27 49 1
10 42 20
43 35 32
34 49 13
47 0 6
23 25 1
49 25 7
9 31 19
11 2 50
38 12 15
45 5 28
5 25 39
24 32 2
19 16 50
26 48 13
15 40 18
22 40 11
49 23 15
47 12 18
8 13 38
2 36 39
23 3 35
24 15 50
22 36 35
50 29 35
11 13 5
34 5 4
18 31 47
21 41 49
17 49 12
10 35 5
7 28 14
46 6 37
1 38 7
27 28 7
5 17 10
37 33 5
32 17 13
19 34 41
25 49 17
12 41 13
33 1 15
45 48 21
8 3 43
9 6 15
41 3 13
35 27 47
3 47 33
22 18 8
41 28 43
22 39 46
22 15 44
49 41 12
15 23 21
30 37 5
30 10 43
23 15 25
20 37 6
38 19 30
15 46 28
49 38 3
50 25 13
19 48 35
36 16 26
3 27 33
47 0 17
38 39 44
26 24 5
27 7 34
40 47 27
49 34 11
46 17 30
47 0 41
50 39 15
47 46 13
21 31 16
11 31 3
9 14 18
45 42 8
49 20 21
21 15 22
3 16 17
15 21 21
15 12 21
41 17 22
2 28 5
22 14 29
25 32 37
41 27 14
39 21 46
0 20 0
32 5 5
14 10 29
0 32 8
9 10 19
0 3 27
25 47 43
22 38 5
20 17 14
14 4 1
18 1 50
20 4 9
49 19 29
1 14 8
23 31 41
39 19 4
12 23 36
37 39 27
29 8 33
12 22 13
44 41 22
20 49 28
3 30 26
38 41 34
38 48 12
4 9 3
35 44 43
40 25 33
32 7 19
43 11 33
35 11 23
15 3 37
32 31 14
29 0 45
48 16 49
40 39 44
24 0 49
50 13 14
3 38 0
18 4 35
38 25 10
11 18 1
43 10 1
4 15 29
41 42 46
45 2 49
42 7 11
31 35 13
12 46 33
37 3 27
26 8 38
31 7 28
4 42 6
31 43 1
34 43 2
50 13 0
44 32 20
9 49 21
2 43 47
0 10 46
48 18 30
30 15 15
49 12 15
38 32 41
48 45 10
47 34 46
16 7 21
35 38 42
31 42 47
42 49 40
50 47 38
21 12 4
4 18 41
0 0 29
22 44 42
26 18 15
7 42 14
31 15 27
4 5 16
24 1 20
10 44 22
13 33 1
46 40 4
38 46 15
42 26 20
3 4 17
3 37 29
12 22 12
43 40 34
37 35 36
18 17 36
21 18 14
49 1 34
35 8 50
1 17 3
49 49 20
16 49 48
7 36 41
13 43 42
27 0 44
28 47 5
44 40 27
47 40 42
49 35 13
21 36 23
43 32 31
10 38 5
18 33 44
30 17 7
6 22 19
15 49 47
40 17 42
41 6 29
39 48 0
1 3 27
3 28 47
1 34 37
37 10 15
42 33 19
50 38 6
20 49 40
44 32 44
24 17 20
3 25 18
48 47 25
7 12 15
3 41 29
25 36 38
38 20 16
2 6 20
43 21 8
48 46 9
11 43 25
34 34 46
1 43 49
33 28 42
19 19 0
25 30 33
16 26 16
48 24 20
21 17 24
20 12 26
2 15 10
9 42 8
6 39 0
35 5 41
20 1 31
11 35 11
14 32 4
40 21 32
30 46 1
16 12 35
7 33 5
16 42 36
30 30 42
26 43 17
29 11 6
12 47 23
16 50 40
29 49 6
15 15 5
40 11 18
1 17 19
49 43 5
1 41 46
7 19 25
16 16 25
16 24 39
37 28 6
30 13 8
11 31 50
14 14 21
23 35 49
29 24 17
12 41 14
28 1 38
15 1 13
42 41 32
36 18 50
34 23 42
48 47 42
13 27 36
43 8 9
39 4 50
44 22 46
23 12 12
31 39 50
40 22 35
24 3 36
40 35 9
23 43 18
15 42 28
11 11 3
41 2 31
23 41 42
13 40 29
42 37 3
41 35 5
16 37 45
49 49 35
13 0 38
46 48 35
43 47 30
0 26 31
22 17 13
14 30 18
6 12 40
19 40 9
20 46 6
15 12 43
21 24 23
40 41 16
42 22 48
11 38 44
26 3 22
49 30 44
14 38 39
33 24 27
16 32 1
8 38 38
36 22 48
11 31 22
38 44 26
7 16 40
27 23 47
26 39 13
12 30 43
39 19 6
31 18 13
9 39 22
28 19 4
48 39 46
36 38 19
49 49 46
44 23 23
18 41 22
19 6 22
44 3 8
26 13 42
29 18 37
15 47 14
41 35 19
10 43 40
48 26 6
30 48 33
49 6 23
28 6 39
6 38 4
35 43 13
29 22 8
8 21 24
45 19 21
28 47 0
2 47 32
20 29 13
43 20 49
25 4 11
32 33 32
32 49 10
16 5 41
34 6 37
24 8 22
17 20 47
22 39 20
1 32 3
35 46 46
45 24 32
0 35 29
11 26 50
5 49 49
13 0 49
30 13 44
48 34 7
8 30 44
10 13 43
49 40 7
23 7 42
28 33 32
39 9 35
49 0 19
11 38 1
31 10 24
23 9 1
16 18 38
12 8 41
16 26 23
25 39 45
28 34 32
1 30 25
46 45 42
28 4 34
13 32 10
41 24 19
37 6 42
16 5 39
38 49 23
47 3 10
8 28 22
34 28 41
41 22 8
39 50 48
14 28 44
24 48 40
7 39 17
4 48 46
47 3 3
4 25 30
43 0 45
16 34 43
46 48 6
33 8 1
42 41 10
33 4 15
29 7 38
32 45 8
30 37 39
4 10 30
46 46 45
50 7 9
28 19 26
14 14 15
0 10 15
10 9 45
6 13 42
19 30 34
31 18 25
17 20 24
28 21 30
21 16 17
13 44 21
25 46 49
39 32 26
22 21 45
45 49 48
49 43 23
35 25 45
22 41 17
17 10 49
6 36 36
27 0 35
2 40 30
27 18 25
30 15 10
23 44 3
27 20 26
49 25 14
5 39 6
40 37 11
33 18 35
48 4 43
41 28 10
22 34 43
38 8 27
20 16 37
0 25 27
42 4 23
28 8 41
20 40 31
9 32 26
6 29 15
38 14 31
40 3 48
44 0 41
9 47 45
20 31 49
12 49 29
3 42 46
47 14 14
37 2 38
20 34 11
33 18 7
16 6 14
37 49 18
22 44 31
4 47 29
32 44 49
1 18 1
8 25 20
33 24 20
40 2 28
8 17 11
10 50 36
45 7 21
27 18 22
28 36 10
17 16 40
15 1 15
16 8 6
14 10 32
32 22 26
18 50 12
19 40 6
18 13 43
3 3 48
21 45 50
1 11 5
5 35 7
26 6 34
36 36 38
15 29 31
17 15 37
34 44 3
33 0 12
40 21 18
10 35 1
13 42 34
48 17 40
37 40 1
44 37 46
9 14 40
28 26 4
20 4 49
22 9 38
36 16 23
49 32 17
18 20 36
35 47 8
21 4 49
16 14 1
41 6 9
44 11 38
4 8 5
39 10 42
38 9 40
29 17 11
13 14 34
43 49 46
12 27 45
44 26 32
42 7 9
10 31 35
36 18 50
32 25 24
6 15 21
34 24 29
33 8 11
39 33 0
26 27 50
19 20 34
2 24 17
33 47 8
24 50 43
39 43 24
31 7 40
38 16 5
50 44 33
47 48 11
4 23 37
30 24 43
25 25 4
9 39 30
25 6 16
6 35 38
47 24 19
15 9 50
28 23 0
33 25 19
11 49 0
32 10 50
49 21 30
24 21 40
6 42 30
33 3 6
1 42 29
33 23 13
36 50 36
34 28 10
23 22 34
39 32 30
30 37 8
50 21 4
5 35 5
21 16 35
46 26 15
38 31 20
50 19 13
3 15 12
12 8 17
48 32 27
43 41 36
36 24 24
7 27 1
20 29 13
29 50 14
47 37 9
38 4 42
8 35 4
42 41 24
20 39 42
43 44 50
31 9 10
31 17 40
34 28 49
45 30 38
24 10 26
36 7 27
30 40 15
3 44 2
34 49 48
50 31 43
8 25 32
29 20 33
4 40 3
50 35 37
47 18 30
48 48 11
41 42 5
9 7 4
24 30 14
49 24 14
15 23 23
11 39 9
27 11 25
11 21 0
42 6 30
11 36 9
45 25 16
31 3 4
26 36 10
35 23 12
15 24 18
43 20 30
30 20 33
21 4 46
39 33 36
23 37 48
19 21 49
14 32 48
47 22 23
9 36 31
15 50 22
7 36 33
13 48 27
20 46 21
15 46 43
29 32 20
38 45 7
29 7 22
26 14 29
27 43 40
28 12 2
1 27 8
5 36 41
46 39 34
45 46 48
42 14 1
14 14 48
43 19 49
21 6 15
22 5 50
43 21 14
43 19 9
42 33 35
1 2 1
43 18 24
2 29 43
45 28 18
41 38 6
29 33 12
32 49 3
33 40 31
6 22 6
39 43 35
35 2 39
50 18 21
25 38 46
